T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Visibilité (Km),Datetime,Pression,Variation_pression_3h,Nebulosite,Degradation_meteo,Pluie_presence,Pluie_moyenne_par_heure,Intensite_pluie
12.4,12.4,10.5,SO,3.7,5.6,88,25.0,2025-04-22 21:00:00,1019.4,0.4,6.0,0,0,0.0,Aucune
12.6,12.6,10.7,S,1.9,5.6,88,18.0,2025-04-22 20:00:00,1019.2,0.0,8.0,0,0,0.0,Aucune
13.0,13.0,10.2,S,3.7,5.6,83,20.0,2025-04-22 19:00:00,,0.0,7.0,0,0,0.0,Aucune
13.8,13.8,10.2,SO,3.7,5.6,79,29.0,2025-04-22 18:00:00,,0.0,7.0,0,1,0.07,Faible
13.4,13.4,9.8,SSE,1.9,7.4,79,20.0,2025-04-22 17:00:00,1019.2,0.4,7.0,0,0,0.0,Aucune
13.4,13.4,10.2,ESE,3.7,7.4,81,20.0,2025-04-22 16:00:00,,0.2,7.0,0,1,0.2,Faible
13.6,13.6,9.4,NO,3.7,11.1,76,8.0,2025-04-22 15:00:00,,0.1,7.0,0,1,0.2,Faible
15.7,15.7,8.7,NO,5.6,9.3,63,30.0,2025-04-22 14:00:00,1018.7,-0.4,7.0,0,0,0.0,Aucune
16.0,16.0,7.7,N,3.7,9.3,58,30.0,2025-04-22 13:00:00,1018.7,-0.6,7.0,0,0,0.0,Aucune
16.7,16.7,10.1,N,3.7,7.4,65,19.0,2025-04-22 12:00:00,1018.8,-0.6,7.0,0,0,0.0,Aucune
15.7,15.7,8.9,O,1.9,13.0,64,10.0,2025-04-22 11:00:00,1019.1,0.0,7.0,0,0,0.0,Aucune
14.6,14.6,9.6,E,3.7,7.4,72,10.0,2025-04-22 10:00:00,1019.4,0.8,7.0,0,0,0.0,Aucune
13.6,13.6,9.8,SE,1.9,3.7,78,10.0,2025-04-22 09:00:00,1019.5,1.6,7.0,0,0,0.0,Aucune
12.0,12.0,9.7,SE,1.9,5.6,86,9.0,2025-04-22 08:00:00,1019.3,1.8,7.0,0,0,0.0,Aucune
10.7,10.7,10.2,SO,1.9,3.7,97,10.0,2025-04-22 07:00:00,1018.7,1.4,7.0,0,0,0.0,Aucune
9.3,9.3,9.2,ESE,1.9,9.3,99,3.0,2025-04-22 06:00:00,1018.1,0.8,7.0,0,0,0.0,Aucune
8.4,8.4,8.3,NNO,1.9,14.8,99,8.0,2025-04-22 05:00:00,1017.6,0.3,7.0,0,0,0.0,Aucune
7.8,7.8,7.7,O,3.7,5.6,99,5.0,2025-04-22 04:00:00,1017.4,0.1,6.0,0,0,0.0,Aucune
7.7,7.7,7.4,ONO,1.9,3.7,98,0.3,2025-04-22 03:00:00,1017.3,0.1,,0,0,0.0,Aucune
8.9,8.9,8.8,NNO,0.0,3.7,99,0.2,2025-04-22 02:00:00,1017.3,0.4,,0,0,0.0,Aucune
8.5,8.5,8.2,OSO,1.9,3.7,98,0.1,2025-04-22 01:00:00,1017.3,0.8,,0,0,0.0,Aucune
8.7,8.7,8.2,OSO,1.9,3.7,97,0.2,2025-04-22 00:00:00,1017.2,1.1,,0,0,0.0,Aucune
8.8,8.8,6.8,O,3.7,7.4,87,24.0,2025-04-23 23:00:00,1017.1,1.1,7.0,0,0,0.0,Aucune
10.1,9.7,7.3,ONO,5.6,9.3,83,20.0,2025-04-23 22:00:00,1016.7,1.9,0.0,0,0,0.0,Aucune
11.7,11.5,7.8,ONO,5.6,9.3,77,20.0,2025-04-23 21:00:00,1016.4,2.6,4.0,0,0,0.0,Aucune
12.7,12.7,7.6,ONO,5.6,9.3,71,20.0,2025-04-23 20:00:00,1015.8,2.9,6.0,0,0,0.0,Aucune
12.5,12.5,7.0,NO,3.7,11.1,69,20.0,2025-04-23 19:00:00,1014.7,2.2,4.0,0,0,0.0,Aucune
14.3,14.2,7.8,NO,7.4,13.0,65,20.0,2025-04-23 18:00:00,1013.6,1.7,4.0,0,1,0.07,Faible
15.3,15.3,7.8,NO,5.6,11.1,61,35.0,2025-04-23 17:00:00,1012.8,1.2,,0,0,0.0,Aucune
14.1,13.6,7.8,NNO,9.3,14.8,66,20.0,2025-04-23 16:00:00,1012.4,1.3,5.0,0,1,0.2,Faible
13.7,13.5,8.3,ONO,7.4,18.5,70,10.0,2025-04-23 15:00:00,1011.9,0.9,6.0,0,1,1.33,Faible
11.3,10.7,8.3,NNO,7.4,18.5,82,4.2,2025-04-23 14:00:00,1011.7,0.3,7.0,0,1,3.0,Modérée
13.7,13.2,11.4,OSO,9.3,20.4,86,19.0,2025-04-23 13:00:00,1011.1,-0.6,6.0,0,1,2.0,Faible
15.4,15.4,10.4,O,7.4,16.7,72,20.0,2025-04-23 12:00:00,1010.9,-1.3,6.0,0,1,0.13,Faible
12.9,12.5,11.0,SSO,7.4,16.7,88,13.0,2025-04-23 11:00:00,1011.3,-1.3,8.0,0,1,0.01,Faible
10.2,9.4,9.3,S,7.4,16.7,94,10.0,2025-04-23 10:00:00,1011.9,-2.5,8.0,0,1,0.4,Faible
9.0,7.6,8.4,S,9.3,20.4,96,3.0,2025-04-23 09:00:00,1012.5,-2.2,8.0,0,1,3.0,Modérée
8.8,6.7,8.0,SSE,13.0,20.4,95,4.6,2025-04-23 08:00:00,1012.8,-2.6,8.0,0,1,4.0,Modérée
8.5,7.4,7.6,S,7.4,14.8,94,10.0,2025-04-23 07:00:00,1014.5,-1.7,8.0,0,1,3.0,Modérée
8.6,7.5,7.5,S,7.4,14.8,93,7.0,2025-04-23 06:00:00,1014.8,-2.1,8.0,0,1,0.27,Faible
8.7,7.6,6.8,S,7.4,14.8,88,30.0,2025-04-23 05:00:00,1015.5,-1.9,7.0,0,0,0.0,Aucune
8.7,8.1,7.3,SSO,5.6,9.3,91,25.0,2025-04-23 04:00:00,1016.2,-1.9,7.0,0,0,0.0,Aucune
8.8,8.2,7.7,SSO,5.6,7.4,93,15.0,2025-04-23 03:00:00,1016.9,-2.1,6.0,0,0,0.0,Aucune
9.3,9.3,8.5,S,3.7,9.3,95,9.0,2025-04-23 02:00:00,1017.4,-2.0,7.0,0,0,0.0,Aucune
9.9,9.5,9.0,S,5.6,7.4,94,13.0,2025-04-23 01:00:00,,-1.5,,0,0,0.0,Aucune
10.4,10.4,9.3,SSO,3.7,11.1,93,12.0,2025-04-23 00:00:00,1018.9,-0.6,,0,0,0.0,Aucune
9.3,8.8,6.6,N,5.6,13.0,83,15.0,2025-04-24 23:00:00,1022.1,0.5,0.0,0,0,0.0,Aucune
10.2,9.4,7.6,N,7.4,13.0,84,10.0,2025-04-24 22:00:00,1021.9,0.7,2.0,0,0,0.0,Aucune
11.2,11.0,8.1,N,5.6,13.0,81,20.0,2025-04-24 21:00:00,1021.8,1.2,3.0,0,0,0.0,Aucune
11.3,11.1,7.8,N,5.6,16.7,79,20.0,2025-04-24 20:00:00,1021.5,1.0,3.0,0,0,0.0,Aucune
12.3,12.2,7.8,N,5.6,13.0,74,20.0,2025-04-24 19:00:00,1021.1,0.8,5.0,0,0,0.0,Aucune
13.7,13.2,7.9,N,9.3,14.8,68,15.0,2025-04-24 18:00:00,1020.5,0.4,7.0,0,0,0.0,Aucune
14.5,14.1,8.2,N,9.3,16.7,66,15.0,2025-04-24 17:00:00,1020.4,0.3,7.0,0,0,0.0,Aucune
15.0,15.0,8.7,N,7.4,14.8,66,9.0,2025-04-24 16:00:00,1020.2,0.2,7.0,0,0,0.0,Aucune
14.6,14.2,9.0,NO,9.3,14.8,69,10.0,2025-04-24 15:00:00,1020.1,0.1,8.0,0,0,0.0,Aucune
14.9,14.9,8.8,NNO,7.4,16.7,67,15.0,2025-04-24 14:00:00,1020.1,0.2,7.0,0,0,0.0,Aucune
16.3,16.3,9.2,N,7.4,14.8,63,15.0,2025-04-24 13:00:00,1019.9,0.0,7.0,0,0,0.0,Aucune
15.5,15.5,8.5,NNO,7.4,14.8,63,15.0,2025-04-24 12:00:00,1019.9,0.4,7.0,0,0,0.0,Aucune
14.7,14.7,7.7,N,5.6,22.2,63,19.0,2025-04-24 11:00:00,1019.9,0.3,8.0,0,0,0.0,Aucune
15.0,15.0,8.7,N,7.4,16.7,66,19.0,2025-04-24 10:00:00,,0.8,6.0,0,0,0.0,Aucune
14.1,14.1,8.7,NNE,5.6,16.7,70,19.0,2025-04-24 09:00:00,1019.6,0.9,6.0,0,0,0.0,Aucune
13.2,13.2,9.6,NO,5.6,13.0,79,15.0,2025-04-24 08:00:00,1019.6,1.7,7.0,0,0,0.0,Aucune
11.6,11.4,8.3,NNO,5.6,14.8,80,15.0,2025-04-24 07:00:00,1019.3,1.6,7.0,0,0,0.0,Aucune
10.8,10.5,8.4,NNO,5.6,13.0,85,17.0,2025-04-24 06:00:00,1018.8,1.2,8.0,0,0,0.0,Aucune
10.3,10.3,8.6,NNO,3.7,14.8,89,20.0,2025-04-24 05:00:00,,0.6,8.0,0,0,0.0,Aucune
10.5,10.2,8.8,ONO,5.6,9.3,89,20.0,2025-04-24 04:00:00,1017.7,0.3,8.0,0,0,0.0,Aucune
10.4,9.6,8.5,ONO,7.4,9.3,88,17.0,2025-04-24 03:00:00,1017.6,0.3,8.0,0,0,0.0,Aucune
10.7,10.4,8.3,ONO,5.6,7.4,85,28.0,2025-04-24 02:00:00,1017.4,0.4,8.0,0,0,0.0,Aucune
10.4,10.4,8.0,O,3.7,7.4,85,30.0,2025-04-24 01:00:00,1017.4,0.7,8.0,0,0,0.0,Aucune
10.1,10.1,7.5,ONO,3.7,7.4,84,20.0,2025-04-24 00:00:00,1017.3,0.9,7.0,0,0,0.0,Aucune
10.9,10.9,8.5,N,3.7,3.7,85,9.0,2025-04-25 23:00:00,1019.4,-0.3,0.0,0,0,0.0,Aucune
11.6,11.6,8.6,N,1.9,5.6,82,9.0,2025-04-25 22:00:00,1019.5,-0.1,0.0,0,0,0.0,Aucune
12.1,12.1,8.8,N,3.7,13.0,80,17.0,2025-04-25 21:00:00,1019.8,0.3,0.0,0,0,0.0,Aucune
12.9,12.9,8.8,NNE,5.6,9.3,76,17.0,2025-04-25 20:00:00,1019.6,-0.1,3.0,0,0,0.0,Aucune
13.7,13.7,9.3,NNE,3.7,9.3,75,17.0,2025-04-25 19:00:00,1019.5,-0.4,6.0,0,0,0.0,Aucune
14.4,14.3,8.8,NNE,7.4,9.3,69,17.0,2025-04-25 18:00:00,1019.4,-0.7,5.0,0,0,0.0,Aucune
15.1,15.1,9.0,NNE,7.4,11.1,67,17.0,2025-04-25 17:00:00,1019.7,-0.8,7.0,0,0,0.0,Aucune
15.3,15.3,8.5,ENE,7.4,13.0,64,17.0,2025-04-25 16:00:00,1019.9,-0.8,8.0,0,0,0.0,Aucune
15.1,15.1,9.0,NNE,7.4,11.1,67,17.0,2025-04-25 15:00:00,1020.1,-1.1,8.0,0,0,0.0,Aucune
15.0,15.0,8.2,ENE,5.6,11.1,64,16.0,2025-04-25 14:00:00,1020.5,-1.0,8.0,0,0,0.0,Aucune
15.1,15.1,9.2,NE,7.4,11.1,68,16.0,2025-04-25 13:00:00,1020.7,-1.0,8.0,0,0,0.0,Aucune
13.6,13.6,8.8,ENE,5.6,13.0,73,15.0,2025-04-25 12:00:00,1021.2,-0.7,8.0,0,0,0.0,Aucune
13.6,13.6,8.6,NE,5.6,11.1,72,14.0,2025-04-25 11:00:00,1021.5,-0.4,8.0,0,0,0.0,Aucune
13.0,12.6,8.9,N,7.4,14.8,76,11.0,2025-04-25 10:00:00,1021.8,-0.1,7.0,0,0,0.0,Aucune
11.7,11.1,8.9,N,7.4,13.0,83,8.0,2025-04-25 09:00:00,,0.1,8.0,0,0,0.0,Aucune
10.4,10.0,8.3,N,5.6,13.0,87,8.0,2025-04-25 08:00:00,1022.1,0.5,8.0,0,0,0.0,Aucune
10.2,9.4,8.0,N,7.4,14.8,86,6.0,2025-04-25 07:00:00,,0.7,8.0,0,0,0.0,Aucune
9.5,9.0,7.6,NNO,5.6,14.8,88,11.0,2025-04-25 06:00:00,,0.7,8.0,0,0,0.0,Aucune
9.2,8.7,7.3,N,5.6,11.1,88,12.0,2025-04-25 05:00:00,1021.6,0.1,8.0,0,0,0.0,Aucune
9.0,9.0,7.4,NNO,3.7,11.1,90,12.0,2025-04-25 04:00:00,1021.3,-0.3,7.0,0,0,0.0,Aucune
8.7,8.1,7.1,N,5.6,11.1,90,8.0,2025-04-25 03:00:00,1021.3,-0.7,8.0,0,0,0.0,Aucune
8.0,7.3,6.3,N,5.6,7.4,89,5.0,2025-04-25 02:00:00,1021.6,-0.6,,0,0,0.0,Aucune
8.3,8.3,5.6,N,3.7,7.4,83,13.0,2025-04-25 01:00:00,1021.6,-0.3,,0,0,0.0,Aucune
8.0,8.0,5.3,NNO,3.7,7.4,83,15.0,2025-04-25 00:00:00,1022.1,0.1,0.0,0,0,0.0,Aucune
13.6,13.6,7.1,N,5.6,9.3,65,20.0,2025-04-26 23:00:00,,0.6,1.0,0,0,0.0,Aucune
14.4,14.4,7.2,N,5.6,11.1,62,19.0,2025-04-26 22:00:00,1020.8,0.8,0.0,0,0,0.0,Aucune
14.6,14.5,7.6,N,7.4,13.0,63,20.0,2025-04-26 21:00:00,1020.8,1.3,1.0,0,0,0.0,Aucune
14.9,14.9,8.1,N,5.6,13.0,64,20.0,2025-04-26 20:00:00,1020.4,1.2,0.0,0,0,0.0,Aucune
16.2,16.2,7.4,N,7.4,14.8,56,17.0,2025-04-26 19:00:00,1019.9,1.2,,0,0,0.0,Aucune
17.6,17.6,7.0,NE,9.3,16.7,50,20.0,2025-04-26 18:00:00,1019.4,1.0,5.0,0,0,0.0,Aucune
18.5,18.5,7.0,NE,9.3,18.5,47,20.0,2025-04-26 17:00:00,,0.6,,0,0,0.0,Aucune
19.2,19.2,5.6,NE,13.0,18.5,41,17.0,2025-04-26 16:00:00,1018.6,0.0,,0,0,0.0,Aucune
19.4,19.4,7.2,NE,11.1,18.5,45,15.0,2025-04-26 15:00:00,1018.3,0.1,,0,0,0.0,Aucune
19.4,19.4,8.7,NE,9.3,16.7,50,11.0,2025-04-26 14:00:00,1018.4,-0.2,,0,0,0.0,Aucune
18.1,18.1,8.9,NE,9.3,18.5,55,17.0,2025-04-26 13:00:00,1018.6,-0.4,,0,0,0.0,Aucune
18.5,18.5,8.5,NE,9.3,20.4,52,11.0,2025-04-26 12:00:00,1018.4,-0.7,,0,0,0.0,Aucune
17.3,17.3,9.0,NE,7.4,16.7,58,9.0,2025-04-26 11:00:00,1018.7,-0.4,,0,0,0.0,Aucune
15.9,15.8,9.6,NE,9.3,14.8,66,7.0,2025-04-26 10:00:00,1019.1,0.1,,0,0,0.0,Aucune
14.0,13.5,8.4,NE,9.3,14.8,69,6.0,2025-04-26 09:00:00,1019.3,0.5,,0,0,0.0,Aucune
12.4,11.9,8.5,NE,7.4,13.0,77,3.4,2025-04-26 08:00:00,1019.3,0.7,,0,0,0.0,Aucune
10.6,9.8,7.7,N,7.4,11.1,82,7.0,2025-04-26 07:00:00,1019.2,0.7,,0,0,0.0,Aucune
9.1,8.6,7.4,N,5.6,11.1,89,5.0,2025-04-26 06:00:00,,0.2,,0,0,0.0,Aucune
9.0,9.0,7.3,N,3.7,13.0,89,7.0,2025-04-26 05:00:00,1018.7,0.0,5.0,0,0,0.0,Aucune
8.8,8.2,7.2,N,5.6,7.4,90,9.0,2025-04-26 04:00:00,1018.6,-0.5,7.0,0,0,0.0,Aucune
8.7,8.7,7.3,N,3.7,7.4,91,6.0,2025-04-26 03:00:00,1018.8,-0.5,,0,0,0.0,Aucune
9.1,9.1,7.5,N,3.7,7.4,90,6.0,2025-04-26 02:00:00,1018.7,-0.8,,0,0,0.0,Aucune
9.5,9.5,7.6,N,3.7,5.6,88,8.0,2025-04-26 01:00:00,1019.1,-0.5,,0,0,0.0,Aucune
10.4,10.4,8.2,NNE,3.7,7.4,86,9.0,2025-04-26 00:00:00,1019.2,-0.6,0.0,0,0,0.0,Aucune
14.8,14.7,8.9,N,7.4,11.1,68,11.0,2025-04-27 23:00:00,1026.1,0.9,,0,0,0.0,Aucune
15.0,15.0,9.1,N,5.6,13.0,68,13.0,2025-04-27 22:00:00,1025.9,1.3,,0,0,0.0,Aucune
15.7,15.7,8.0,N,5.6,9.3,60,22.0,2025-04-27 21:00:00,1025.6,1.3,,0,0,0.0,Aucune
16.9,16.9,7.8,N,5.6,11.1,55,23.0,2025-04-27 20:00:00,1025.1,1.0,,0,0,0.0,Aucune
18.1,18.1,6.9,NNE,5.6,9.3,48,30.0,2025-04-27 19:00:00,1024.5,0.5,,0,0,0.0,Aucune
19.4,19.4,6.5,NE,3.7,9.3,43,35.0,2025-04-27 18:00:00,1024.2,0.3,8.0,0,0,0.0,Aucune
19.6,19.6,7.3,NE,7.4,13.0,45,25.0,2025-04-27 17:00:00,,0.0,7.0,0,0,0.0,Aucune
20.1,20.1,6.8,ENE,9.3,14.8,42,40.0,2025-04-27 16:00:00,1023.9,0.0,7.0,0,0,0.0,Aucune
20.7,20.7,7.7,NE,7.4,14.8,43,25.0,2025-04-27 15:00:00,1023.8,-0.2,7.0,0,0,0.0,Aucune
20.1,20.1,7.1,ENE,9.3,18.5,43,18.0,2025-04-27 14:00:00,,0.0,7.0,0,0,0.0,Aucune
19.9,19.9,7.9,N,7.4,22.2,46,25.0,2025-04-27 13:00:00,1023.9,-0.4,6.0,0,0,0.0,Aucune
20.4,20.4,10.2,N,7.4,16.7,52,16.0,2025-04-27 12:00:00,,-0.1,2.0,0,0,0.0,Aucune
19.2,19.2,9.7,N,7.4,16.7,54,15.0,2025-04-27 11:00:00,,0.4,1.0,0,0,0.0,Aucune
17.5,17.5,10.1,NNO,7.4,14.8,62,11.0,2025-04-27 10:00:00,1024.4,1.0,1.0,0,0,0.0,Aucune
16.4,16.4,10.0,N,5.6,13.0,66,5.0,2025-04-27 09:00:00,1024.3,1.4,,0,0,0.0,Aucune
14.7,14.7,9.7,NNO,5.6,13.0,72,5.0,2025-04-27 08:00:00,1023.8,1.4,7.0,0,0,0.0,Aucune
13.0,13.0,9.3,NNO,5.6,11.1,78,8.0,2025-04-27 07:00:00,1023.6,1.5,7.0,0,0,0.0,Aucune
12.1,12.1,9.3,N,3.7,16.7,83,4.1,2025-04-27 06:00:00,,1.0,8.0,0,0,0.0,Aucune
10.8,10.8,8.7,NNO,3.7,11.1,87,7.0,2025-04-27 05:00:00,1022.5,0.6,7.0,0,0,0.0,Aucune
10.9,10.9,8.3,N,3.7,7.4,84,6.0,2025-04-27 04:00:00,1022.1,0.2,7.0,0,0,0.0,Aucune
11.5,11.5,8.7,NNO,3.7,7.4,83,5.0,2025-04-27 03:00:00,,0.5,8.0,0,0,0.0,Aucune
11.8,11.6,8.3,N,5.6,7.4,79,6.0,2025-04-27 02:00:00,1021.9,0.8,,0,0,0.0,Aucune
12.3,12.2,7.8,N,5.6,9.3,74,9.0,2025-04-27 01:00:00,1021.9,1.0,,0,0,0.0,Aucune
13.0,13.0,7.0,N,5.6,13.0,67,15.0,2025-04-27 00:00:00,1021.5,0.6,1.0,0,0,0.0,Aucune
15.6,15.6,7.4,NE,5.6,11.1,58,25.0,2025-04-28 23:00:00,1024.7,0.3,0.0,0,0,0.0,Aucune
16.5,16.5,8.5,NE,7.4,11.1,59,25.0,2025-04-28 22:00:00,1024.9,1.1,0.0,0,0,0.0,Aucune
17.5,17.5,8.6,NE,7.4,13.0,56,27.0,2025-04-28 21:00:00,1024.6,1.2,0.0,0,0,0.0,Aucune
18.7,18.7,7.8,NE,9.3,13.0,49,25.0,2025-04-28 20:00:00,1024.3,1.0,0.0,0,0,0.0,Aucune
20.7,20.7,6.2,NE,7.4,14.8,39,25.0,2025-04-28 19:00:00,1023.6,0.2,0.0,0,0,0.0,Aucune
22.2,22.2,6.8,NE,9.3,14.8,37,25.0,2025-04-28 18:00:00,1023.2,-0.5,1.0,0,0,0.0,Aucune
22.8,22.8,8.5,ENE,9.3,14.8,40,17.0,2025-04-28 17:00:00,1023.1,-1.0,1.0,0,0,0.0,Aucune
23.8,23.8,8.6,ENE,9.3,13.0,38,25.0,2025-04-28 16:00:00,1023.3,-1.1,1.0,0,0,0.0,Aucune
23.5,23.5,8.4,ESE,3.7,13.0,38,25.0,2025-04-28 15:00:00,1023.7,-1.0,2.0,0,0,0.0,Aucune
23.8,23.8,8.2,ENE,5.6,13.0,37,30.0,2025-04-28 14:00:00,1024.1,-0.9,,0,0,0.0,Aucune
23.5,23.5,8.4,E,7.4,16.7,38,25.0,2025-04-28 13:00:00,1024.4,-1.1,2.0,0,0,0.0,Aucune
22.8,22.8,9.2,NNE,5.6,13.0,42,21.0,2025-04-28 12:00:00,1024.7,-1.2,1.0,0,0,0.0,Aucune
22.1,22.1,9.6,ENE,5.6,14.8,45,20.0,2025-04-28 11:00:00,1025.1,-0.9,0.0,0,0,0.0,Aucune
20.4,20.4,8.4,ENE,7.4,14.8,46,15.0,2025-04-28 10:00:00,1025.6,-0.3,0.0,0,0,0.0,Aucune
18.0,18.0,8.3,E,5.6,11.1,53,12.0,2025-04-28 09:00:00,1026.1,0.4,0.0,0,0,0.0,Aucune
16.3,16.3,8.5,NNE,3.7,9.3,60,12.0,2025-04-28 08:00:00,1026.2,0.8,0.0,0,0,0.0,Aucune
14.6,14.6,8.1,N,5.6,11.1,65,12.0,2025-04-28 07:00:00,1026.1,1.0,0.0,0,0,0.0,Aucune
13.1,13.1,7.3,N,3.7,13.0,68,12.0,2025-04-28 06:00:00,1025.9,0.5,0.0,0,0,0.0,Aucune
11.5,11.3,6.8,N,5.6,13.0,73,9.0,2025-04-28 05:00:00,1025.6,0.0,,0,0,0.0,Aucune
11.9,11.8,7.2,N,5.6,9.3,73,10.0,2025-04-28 04:00:00,1025.2,-0.5,,0,0,0.0,Aucune
12.0,11.9,7.5,N,5.6,9.3,74,10.0,2025-04-28 03:00:00,1025.4,-0.6,,0,0,0.0,Aucune
12.7,12.7,8.0,N,5.6,11.1,73,10.0,2025-04-28 02:00:00,1025.5,-0.7,,0,0,0.0,Aucune
13.0,13.0,8.3,N,5.6,11.1,73,9.0,2025-04-28 01:00:00,1025.7,-0.3,,0,0,0.0,Aucune
13.9,13.7,8.5,N,7.4,11.1,70,12.0,2025-04-28 00:00:00,,0.3,,0,0,0.0,Aucune
15.5,15.5,6.5,NNO,1.9,3.7,55,40.0,2025-04-29 23:00:00,1022.2,0.3,,0,0,0.0,Aucune
15.4,15.4,6.4,NE,3.7,9.3,55,35.0,2025-04-29 22:00:00,1022.1,0.6,,0,0,0.0,Aucune
18.1,18.1,6.0,NNE,7.4,11.1,45,23.0,2025-04-29 21:00:00,1021.9,0.7,,0,0,0.0,Aucune
19.3,19.3,5.7,NE,7.4,11.1,41,23.0,2025-04-29 20:00:00,1021.7,0.5,,0,0,0.0,Aucune
21.5,21.5,5.0,ENE,5.6,11.1,34,55.0,2025-04-29 19:00:00,1021.2,-0.4,,0,0,0.0,Aucune
23.1,23.1,5.9,E,7.4,13.0,33,35.0,2025-04-29 18:00:00,,-1.0,,0,0,0.0,Aucune
24.2,24.2,4.5,E,9.3,20.4,28,25.0,2025-04-29 17:00:00,1021.1,-1.3,0.0,0,0,0.0,Aucune
24.8,24.8,5.0,E,9.3,18.5,28,25.0,2025-04-29 16:00:00,1021.5,-1.3,0.0,0,0,0.0,Aucune
24.9,24.9,4.6,ESE,9.3,16.7,27,25.0,2025-04-29 15:00:00,1021.9,-1.2,0.0,0,0,0.0,Aucune
25.1,25.1,4.8,E,9.3,18.5,27,25.0,2025-04-29 14:00:00,1022.3,-1.3,0.0,0,0,0.0,Aucune
24.8,24.8,7.0,E,11.1,18.5,32,25.0,2025-04-29 13:00:00,1022.8,-1.2,0.0,0,0,0.0,Aucune
24.1,24.1,5.9,ESE,11.1,18.5,31,25.0,2025-04-29 12:00:00,1023.2,-1.0,0.0,0,0,0.0,Aucune
23.8,23.8,6.1,E,7.4,14.8,32,29.0,2025-04-29 11:00:00,1023.7,-0.6,,0,0,0.0,Aucune
22.9,22.9,6.2,E,7.4,13.0,34,25.0,2025-04-29 10:00:00,1024.1,-0.4,0.0,0,0,0.0,Aucune
20.8,20.8,8.1,ENE,5.6,9.3,44,25.0,2025-04-29 09:00:00,1024.3,0.1,0.0,0,0,0.0,Aucune
18.5,18.5,7.9,NE,3.7,9.3,50,25.0,2025-04-29 08:00:00,1024.5,0.4,0.0,0,0,0.0,Aucune
16.2,16.2,7.7,ENE,5.6,9.3,57,25.0,2025-04-29 07:00:00,1024.8,0.9,0.0,0,0,0.0,Aucune
14.1,14.1,7.6,N,5.6,9.3,65,25.0,2025-04-29 06:00:00,1024.6,0.7,0.0,0,0,0.0,Aucune
11.6,11.6,5.9,N,3.7,9.3,68,25.0,2025-04-29 05:00:00,1024.3,0.3,0.0,0,0,0.0,Aucune
12.1,12.1,5.9,N,3.7,5.6,66,25.0,2025-04-29 04:00:00,,-0.2,0.0,0,0,0.0,Aucune
12.6,12.6,6.0,N,3.7,5.6,64,29.0,2025-04-29 03:00:00,,-0.7,,0,0,0.0,Aucune
13.6,13.6,6.2,NNE,3.7,7.4,61,30.0,2025-04-29 02:00:00,,-0.8,,0,0,0.0,Aucune
14.5,14.5,6.6,N,1.9,7.4,59,30.0,2025-04-29 01:00:00,1024.1,-0.8,,0,0,0.0,Aucune
14.8,14.8,6.6,NE,5.6,9.3,58,25.0,2025-04-29 00:00:00,1024.6,-0.1,0.0,0,0,0.0,Aucune
16.7,16.7,9.6,NNO,1.9,3.7,63,20.0,2025-04-30 23:00:00,1019.2,0.4,0.0,0,0,0.0,Aucune
17.0,17.0,9.9,NNO,1.9,3.7,63,20.0,2025-04-30 22:00:00,1019.1,0.4,0.0,0,0,0.0,Aucune
19.2,19.2,9.7,E,3.7,7.4,54,20.0,2025-04-30 21:00:00,1018.7,0.3,0.0,0,0,0.0,Aucune
21.3,21.3,9.5,E,3.7,7.4,47,20.0,2025-04-30 20:00:00,1018.6,0.1,0.0,0,0,0.0,Aucune
22.8,22.8,9.2,E,5.6,11.1,42,20.0,2025-04-30 19:00:00,1018.5,-0.3,0.0,0,0,0.0,Aucune
24.9,24.9,8.8,ESE,7.4,13.0,36,20.0,2025-04-30 18:00:00,1018.2,-0.8,0.0,0,0,0.0,Aucune
26.3,26.3,8.3,E,7.4,13.0,32,20.0,2025-04-30 17:00:00,1018.3,-1.2,1.0,0,0,0.0,Aucune
26.8,26.8,7.8,ENE,5.6,11.1,30,20.0,2025-04-30 16:00:00,1018.6,-1.6,1.0,0,0,0.0,Aucune
27.0,27.0,5.3,E,5.6,13.0,25,20.0,2025-04-30 15:00:00,1018.9,-1.7,1.0,0,0,0.0,Aucune
27.1,27.1,9.0,ENE,5.6,13.0,32,20.0,2025-04-30 14:00:00,1019.5,-1.7,1.0,0,0,0.0,Aucune
26.5,26.5,10.2,NE,5.6,14.8,36,20.0,2025-04-30 13:00:00,1020.2,-1.5,0.0,0,0,0.0,Aucune
25.9,25.9,10.5,ENE,3.7,13.0,38,20.0,2025-04-30 12:00:00,1020.7,-1.1,0.0,0,0,0.0,Aucune
25.3,25.3,11.5,ENE,5.6,16.7,42,27.0,2025-04-30 11:00:00,1021.3,-0.4,,0,0,0.0,Aucune
24.1,24.1,9.3,ENE,3.7,11.1,39,20.0,2025-04-30 10:00:00,1021.9,0.0,0.0,0,0,0.0,Aucune
22.0,22.0,9.8,ENE,3.7,9.3,46,20.0,2025-04-30 09:00:00,1021.9,0.1,0.0,0,0,0.0,Aucune
19.6,19.6,7.7,E,1.9,5.6,46,20.0,2025-04-30 08:00:00,1021.9,0.5,0.0,0,0,0.0,Aucune
