date,date_non_format,destination_liste,compagnie,statut,ville_depart,ville_arrivee,heure_depart_prevue,heure_depart_reelle,retard_depart_min,heure_arrivee_prevue,heure_arrivee_reelle,retard_arrivee_min,terminal_depart,terminal_arrivee
2025-02-23,23 Feb,Porto,Transavia,Estimé,ORY • Paris,OPO • Porto,17:10,--,,18:25,--,,3,--
2025-02-23,23 Feb,Bristol,easyJet UK,Annulé,ORY • Paris,BRS • Bristol,17:10,--,,--:--,--,,--,--
2025-02-23,23 Feb,Bristol,easyJet UK,Parti 19:22,ORY • Paris,BRS • Bristol,17:10,19:22,132,17:30,--,,ORY3,2B
2025-02-23,23 Feb,Tlemcen,Air Algerie,Parti 18:20,ORY • Paris,TLM • Tlemcen,17:15,18:20,65,19:35,--,,4,1
2025-02-23,23 Feb,Madrid,Air Europa  3,Parti 17:21,ORY • Paris,MAD • Madrid,17:15,17:21,6,19:15,18:58,-17,1,T2
2025-02-23,23 Feb,Madrid,Azul,Parti 17:21,ORY • Paris,MAD • Madrid,17:15,17:21,6,19:15,18:58,-17,1,2
2025-02-23,23 Feb,Madrid,Aeromexico,Parti 17:21,ORY • Paris,MAD • Madrid,17:15,17:21,6,19:15,18:58,-17,1,2
2025-02-23,23 Feb,Madrid,China Easter,Parti 17:21,ORY • Paris,MAD • Madrid,17:15,17:21,6,19:15,18:58,-17,1,2
2025-02-23,23 Feb,Annaba,Air Algerie,Parti 18:21,ORY • Paris,AAE • Annaba,17:15,18:21,66,19:30,--,,4,1
2025-02-23,23 Feb,Madrid,Iberia Airlines  3,Parti 17:38,ORY • Paris,MAD • Madrid,17:20,17:38,18,19:25,19:14,-11,1,4
2025-02-23,23 Feb,Madrid,LATAM Airlines,Parti 17:38,ORY • Paris,MAD • Madrid,17:20,17:38,18,19:25,19:14,-11,1,4
2025-02-23,23 Feb,Madrid,Qatar Airways,Parti 17:38,ORY • Paris,MAD • Madrid,17:20,17:38,18,19:25,19:14,-11,1,4
2025-02-23,23 Feb,Madrid,Vueling,Parti 17:38,ORY • Paris,MAD • Madrid,17:20,17:38,18,19:25,19:14,-11,1,4
2025-02-23,23 Feb,Saint Denis,Air France  1,Parti 18:47,ORY • Paris,RUN • Saint Denis,17:20,18:47,87,07:20,--,,3,4
2025-02-23,23 Feb,Saint Denis,KLM,Parti 18:47,ORY • Paris,RUN • Saint Denis,17:20,18:47,87,07:20,--,,3,4
2025-02-23,23 Feb,Prague,Vueling  1,Parti 17:16,ORY • Paris,PRG • Prague,17:20,17:16,-4,19:10,18:41,-29,1,2
2025-02-23,23 Feb,Prague,Iberia Airlines,Parti 17:16,ORY • Paris,PRG • Prague,17:20,17:16,-4,19:10,18:41,-29,1,2
2025-02-23,23 Feb,Perpignan,Transavia,Parti 17:36,ORY • Paris,PGF • Perpignan,17:25,17:36,11,18:55,18:38,-17,3,3
2025-02-23,23 Feb,Rome,easyJet UK,Parti 17:34,ORY • Paris,FCO • Rome,17:25,17:34,9,19:25,19:05,-20,1,1
2025-02-23,23 Feb,Naples,Transavia,Parti 17:56,ORY • Paris,NAP • Naples,17:25,17:56,31,19:40,19:45,5,3,A
2025-02-23,23 Feb,Perpignan,Transavia,Prévu,ORY • Paris,PGF • Perpignan,17:25,--,,18:55,--,,3,--
2025-02-23,23 Feb,Naples,Transavia,Prévu,ORY • Paris,NAP • Naples,17:25,--,,19:40,--,,3,--
2025-02-23,23 Feb,Tunis,Tunisair,Parti 20:03,ORY • Paris,TUN • Tunis,17:30,20:03,153,19:55,--,,4,M
2025-02-23,23 Feb,Venise,Transavia,Prévu,ORY • Paris,VCE • Venise,17:35,--,,19:15,--,,3,--
2025-02-23,23 Feb,Venise,Transavia,Parti 18:13,ORY • Paris,VCE • Venise,17:35,18:13,38,19:15,19:26,11,3,1
2025-02-23,23 Feb,Nice,Air France,Parti 17:50,ORY • Paris,NCE • Nice,17:35,17:50,15,19:00,18:56,-4,3,2
2025-02-23,23 Feb,Asturies,Vueling  1,Parti 17:44,ORY • Paris,OVD • Asturies,17:35,17:44,9,19:25,19:04,-21,1,1
2025-02-23,23 Feb,Asturies,Iberia Airlines,Parti 17:44,ORY • Paris,OVD • Asturies,17:35,17:44,9,19:25,19:04,-21,1,1
2025-02-23,23 Feb,Dublin,Transavia,Parti 17:51,ORY • Paris,DUB • Dublin,17:40,17:51,11,18:40,18:21,-19,3,1
2025-02-24,24 Feb,Lisbonne,Transavia,Parti 16:33,ORY • Paris,LIS • Lisbonne,16:20,16:33,13,18:00,17:48,-12,3,1
2025-02-24,24 Feb,Bristol,easyJet UK,Annulé,ORY • Paris,BRS • Bristol,16:25,--,,--:--,--,,--,--
2025-02-24,24 Feb,Bristol,easyJet UK,Parti 16:34,ORY • Paris,BRS • Bristol,16:25,16:34,9,16:45,16:32,-13,ORY3,2
2025-02-24,24 Feb,Toulouse,Air France,Parti 16:38,ORY • Paris,TLS • Toulouse,16:30,16:38,8,17:45,17:36,-9,3,1
2025-02-24,24 Feb,Copenhague,Transavia,Parti 16:47,ORY • Paris,CPH • Copenhague,16:35,16:47,12,18:45,18:21,-24,3,3
2025-02-24,24 Feb,Stockholm,Transavia,Parti 16:56,ORY • Paris,ARN • Stockholm,16:35,16:56,21,19:15,19:00,-15,3,2
2025-02-24,24 Feb,Oran,Transavia,Parti 17:02,ORY • Paris,ORN • Oran,16:35,17:02,27,19:10,19:07,-3,3,1
2025-02-24,24 Feb,Montpellier,Transavia,Parti 16:43,ORY • Paris,MPL • Montpellier,16:35,16:43,8,18:00,17:47,-13,3,--
2025-02-24,24 Feb,Malaga,Vueling  1,Parti 16:45,ORY • Paris,AGP • Malaga,16:40,16:45,5,19:10,18:52,-18,1,TP
2025-02-24,24 Feb,Malaga,Iberia Airlines,Parti 16:45,ORY • Paris,AGP • Malaga,16:40,16:45,5,19:10,18:52,-18,1,TP
2025-02-24,24 Feb,Minorque,Transavia,Parti 16:58,ORY • Paris,MAH • Minorque,16:40,16:58,18,18:35,18:25,-10,3,TER1
2025-02-24,24 Feb,Casablanca,Royal Air Maroc,Parti 17:10,ORY • Paris,CMN • Casablanca,16:40,17:10,30,18:35,18:35,0,4,2
2025-02-24,24 Feb,Toulon/Hyeres,Transavia,Parti 17:00,ORY • Paris,TLN • Toulon/Hyeres,16:45,17:00,15,18:20,18:10,-10,3,3
2025-02-24,24 Feb,Faro,Transavia,Parti 17:12,ORY • Paris,FAO • Faro,16:45,17:12,27,18:25,18:34,9,3,1
2025-02-24,24 Feb,Alger,Transavia,Parti 17:25,ORY • Paris,ALG • Alger,16:50,17:25,35,19:15,19:17,2,3,4
2025-02-24,24 Feb,Berlin,Transavia,Parti 17:27,ORY • Paris,BER • Berlin,17:05,17:27,22,18:55,18:46,-9,3,2
2025-02-24,24 Feb,Palerme,Transavia,Parti 17:20,ORY • Paris,PMO • Palerme,17:05,17:20,15,19:30,19:18,-12,3,1
2025-02-24,24 Feb,Porto,Transavia,Parti 18:00,ORY • Paris,OPO • Porto,17:10,18:00,50,18:30,18:49,19,3,2
2025-02-24,24 Feb,Séville,Transavia,Parti 17:32,ORY • Paris,SVQ • Séville,17:10,17:32,22,19:40,19:36,-4,3,1
2025-02-24,24 Feb,Marseille,Air France,Parti 17:28,ORY • Paris,MRS • Marseille,17:15,17:28,13,18:35,18:28,-7,3,1
2025-02-24,24 Feb,Madrid,Air Europa  3,Parti 17:21,ORY • Paris,MAD • Madrid,17:15,17:21,6,19:15,18:58,-17,1,T2
2025-02-24,24 Feb,Madrid,Azul,Parti 17:21,ORY • Paris,MAD • Madrid,17:15,17:21,6,19:15,18:58,-17,1,T2
2025-02-24,24 Feb,Madrid,Aeromexico,Parti 17:21,ORY • Paris,MAD • Madrid,17:15,17:21,6,19:15,18:58,-17,1,T2
2025-02-24,24 Feb,Madrid,China Easter,Parti 17:21,ORY • Paris,MAD • Madrid,17:15,17:21,6,19:15,18:58,-17,1,T2
2025-02-25,25 Feb,Oran,Transavia,Parti 16:54,ORY • Paris,ORN • Oran,16:30,16:54,24,19:05,18:53,-12,3,1
2025-02-25,25 Feb,Porto,Transavia,Estimé,ORY • Paris,OPO • Porto,16:30,--,,17:50,--,,3,1
2025-02-25,25 Feb,Oran,Transavia,Prévu,ORY • Paris,ORN • Oran,16:30,--,,19:05,--,,3,--
2025-02-25,25 Feb,Porto,Transavia,Parti 16:47,ORY • Paris,OPO • Porto,16:30,16:47,17,17:50,17:32,-18,3,1
2025-02-25,25 Feb,Montpellier,Transavia,Prévu,ORY • Paris,MPL • Montpellier,16:35,--,,18:00,--,,3,--
2025-02-25,25 Feb,Faro,Transavia,Parti 16:58,ORY • Paris,FAO • Faro,16:35,16:58,23,18:15,18:08,-7,3,1
2025-02-25,25 Feb,Faro,Transavia,Prévu,ORY • Paris,FAO • Faro,16:35,--,,18:15,--,,3,--
2025-02-25,25 Feb,Constantine,Transavia,Parti 17:03,ORY • Paris,CZL • Constantine,16:35,17:03,28,19:10,--,,3,1
2025-02-25,25 Feb,Constantine,Transavia,Prévu,ORY • Paris,CZL • Constantine,16:35,--,,19:10,--,,3,--
2025-02-25,25 Feb,Montpellier,Transavia,Parti 16:50,ORY • Paris,MPL • Montpellier,16:35,16:50,15,18:00,17:54,-6,3,--
2025-02-25,25 Feb,Casablanca,Royal Air Maroc,Parti 16:56,ORY • Paris,CMN • Casablanca,16:40,16:56,16,18:45,18:32,-13,4,2
2025-02-25,25 Feb,Lisbonne,Vueling  1,Parti 16:48,ORY • Paris,LIS • Lisbonne,16:40,16:48,8,18:15,--,,1,2
2025-02-25,25 Feb,Lisbonne,Iberia Airlines,Parti 16:48,ORY • Paris,LIS • Lisbonne,16:40,16:48,8,18:15,18:02,-13,1,2
2025-02-25,25 Feb,Porto,easyJet UK,Parti 17:02,ORY • Paris,OPO • Porto,16:40,17:02,22,17:45,17:50,5,1,1
2025-02-25,25 Feb,Toulon/Hyeres,Transavia,Prévu,ORY • Paris,TLN • Toulon/Hyeres,16:45,--,,18:20,--,,3,--
2025-02-25,25 Feb,Toulon/Hyeres,Transavia,Parti 17:00,ORY • Paris,TLN • Toulon/Hyeres,16:45,17:00,15,18:20,18:03,-17,3,3
2025-02-25,25 Feb,Porto,TAP Air Portugal  2,Parti 17:14,ORY • Paris,OPO • Porto,16:45,17:14,29,17:55,17:59,4,1,1
2025-02-25,25 Feb,Porto,Azul,Parti 17:14,ORY • Paris,OPO • Porto,16:45,17:14,29,17:55,17:59,4,1,1
2025-02-25,25 Feb,Porto,sata-internacional,Parti 17:14,ORY • Paris,OPO • Porto,16:45,17:14,29,17:55,17:59,4,1,1
2025-02-25,25 Feb,Ajaccio,Air Corsica  1,Parti 17:04,ORY • Paris,AJA • Ajaccio,16:50,17:04,14,18:25,18:23,-2,3,A
2025-02-25,25 Feb,Ajaccio,Air France,Parti 17:04,ORY • Paris,AJA • Ajaccio,16:50,17:04,14,18:25,18:23,-2,3,A
2025-02-25,25 Feb,Porto,Transavia,Parti 17:18,ORY • Paris,OPO • Porto,17:05,17:18,13,18:25,18:09,-16,3,2
2025-02-25,25 Feb,Barcelone,Vueling  2,Parti 17:06,ORY • Paris,BCN • Barcelone,17:05,17:06,1,18:45,18:24,-21,1,T1
2025-02-25,25 Feb,Barcelone,Iberia Airlines,Parti 17:06,ORY • Paris,BCN • Barcelone,17:05,17:06,1,18:45,18:24,-21,1,T1
2025-02-25,25 Feb,Barcelone,Qatar Airways,Parti 17:06,ORY • Paris,BCN • Barcelone,17:05,17:06,1,18:45,18:24,-21,1,T1
2025-02-25,25 Feb,Porto,Transavia,Estimé,ORY • Paris,OPO • Porto,17:05,--,,18:25,--,,3,1
2025-02-26,26 Feb,Lisbonne,Vueling  1,Parti 16:38,ORY • Paris,LIS • Lisbonne,16:35,16:38,3,18:10,17:57,-13,1,2
2025-02-26,26 Feb,Lisbonne,Iberia Airlines,Parti 16:38,ORY • Paris,LIS • Lisbonne,16:35,16:38,3,18:10,17:57,-13,1,2
2025-02-26,26 Feb,Montpellier,Transavia,Prévu,ORY • Paris,MPL • Montpellier,16:35,--,,18:00,--,,3,--
2025-02-26,26 Feb,Porto,Transavia,Parti 16:49,ORY • Paris,OPO • Porto,16:40,16:49,9,18:00,17:41,-19,3,T1
2025-02-26,26 Feb,Faro,Transavia,Prévu,ORY • Paris,FAO • Faro,16:40,--,,18:20,--,,3,--
2025-02-26,26 Feb,Casablanca,Royal Air Maroc,Parti 17:02,ORY • Paris,CMN • Casablanca,16:40,17:02,22,18:35,18:27,-8,4,2
2025-02-26,26 Feb,Porto,Transavia,Prévu,ORY • Paris,OPO • Porto,16:40,--,,18:00,--,,3,--
2025-02-26,26 Feb,Faro,Transavia,Parti 16:58,ORY • Paris,FAO • Faro,16:40,16:58,18,18:20,18:12,-8,3,1
2025-02-26,26 Feb,Malaga,Vueling  1,Parti 16:52,ORY • Paris,AGP • Malaga,16:40,16:52,12,19:10,18:57,-13,1,S
2025-02-26,26 Feb,Malaga,Iberia Airlines,Parti 16:52,ORY • Paris,AGP • Malaga,16:40,16:52,12,19:10,18:57,-13,1,S
2025-02-26,26 Feb,Porto,TAP Air Portugal  2,Parti 16:54,ORY • Paris,OPO • Porto,16:45,16:54,9,17:55,17:49,-6,1,T1
2025-02-26,26 Feb,Porto,Azul,Parti 16:54,ORY • Paris,OPO • Porto,16:45,16:54,9,17:55,17:49,-6,1,T1
2025-02-26,26 Feb,Porto,sata-internacional,Parti 16:54,ORY • Paris,OPO • Porto,16:45,16:54,9,17:55,17:49,-6,1,T1
2025-02-26,26 Feb,Palma de Majorque,Transavia,Parti 17:26,ORY • Paris,PMI • Palma de Majorque,16:45,17:26,41,18:40,18:49,9,3,2
2025-02-26,26 Feb,Toulon/Hyeres,Transavia,Parti 17:00,ORY • Paris,TLN • Toulon/Hyeres,16:50,17:00,10,18:25,18:06,-19,3,--
2025-02-26,26 Feb,Ajaccio,Air Corsica  1,Parti 16:56,ORY • Paris,AJA • Ajaccio,16:50,16:56,6,18:25,18:13,-12,3,1
2025-02-26,26 Feb,Ajaccio,Air France,Parti 16:56,ORY • Paris,AJA • Ajaccio,16:50,16:56,6,18:25,18:13,-12,3,1
2025-02-26,26 Feb,Toulon/Hyeres,Transavia,Prévu,ORY • Paris,TLN • Toulon/Hyeres,16:50,--,,18:25,--,,3,--
2025-02-26,26 Feb,Malaga,Transavia,Parti 17:08,ORY • Paris,AGP • Malaga,16:55,17:08,13,19:30,19:11,-19,3,S
2025-02-26,26 Feb,Malaga,Transavia,Posé,ORY • Paris,AGP • Malaga,16:55,--,,19:30,19:15,-15,3,PAX
2025-02-26,26 Feb,Rome,Transavia,Prévu,ORY • Paris,FCO • Rome,17:00,--,,19:05,--,,3,1
2025-02-26,26 Feb,Saint Denis,Corsair,Estimé 17:16,ORY • Paris,RUN • Saint Denis,17:00,--,,07:21,--,,--,--
2025-02-26,26 Feb,Dublin,Vueling,Annulé,ORY • Paris,DUB • Dublin,17:00,--,,--:--,--,,--,--
2025-02-26,26 Feb,Rome,Transavia,Parti 17:21,ORY • Paris,FCO • Rome,17:00,17:21,21,19:05,18:57,-8,3,1
2025-02-26,26 Feb,Tunis,Tunisair,Parti 17:17,ORY • Paris,TUN • Tunis,17:00,17:17,17,19:25,19:12,-13,4,M
2025-02-27,27 Feb,Toulouse,Air France,Parti 17:01,ORY • Paris,TLS • Toulouse,16:30,17:01,31,17:45,17:57,12,3,1
2025-02-27,27 Feb,Rome,Vueling  1,Parti 16:39,ORY • Paris,FCO • Rome,16:30,16:39,9,18:25,18:13,-12,1,1
2025-02-27,27 Feb,Rome,Iberia Airlines,Parti 16:39,ORY • Paris,FCO • Rome,16:30,16:39,9,18:25,18:13,-12,1,1
2025-02-27,27 Feb,Montpellier,Transavia,Prévu,ORY • Paris,MPL • Montpellier,16:35,--,,18:00,--,,3,--
2025-02-27,27 Feb,Montpellier,Transavia,Parti 16:50,ORY • Paris,MPL • Montpellier,16:35,16:50,15,18:00,17:49,-11,3,--
2025-02-27,27 Feb,Casablanca,Royal Air Maroc,Parti 16:54,ORY • Paris,CMN • Casablanca,16:40,16:54,14,18:35,18:21,-14,4,2
2025-02-27,27 Feb,Lisbonne,Vueling  1,Parti 17:09,ORY • Paris,LIS • Lisbonne,16:40,17:09,29,18:15,18:18,3,1,2
2025-02-27,27 Feb,Lisbonne,Iberia Airlines,Parti 17:09,ORY • Paris,LIS • Lisbonne,16:40,17:09,29,18:15,18:18,3,1,2
2025-02-27,27 Feb,Grenade,Vueling  1,Parti 17:03,ORY • Paris,GRX • Grenade,16:45,17:03,18,19:10,19:05,-5,1,T1
2025-02-27,27 Feb,Grenade,Iberia Airlines,Parti 17:03,ORY • Paris,GRX • Grenade,16:45,17:03,18,19:10,19:05,-5,1,T1
2025-02-27,27 Feb,Faro,Transavia,Parti 16:59,ORY • Paris,FAO • Faro,16:45,16:59,14,18:25,18:12,-13,3,N
2025-02-27,27 Feb,Porto,TAP Air Portugal  2,Parti 17:07,ORY • Paris,OPO • Porto,16:45,17:07,22,17:55,17:54,-1,1,1
2025-02-27,27 Feb,Porto,Azul,Parti 17:07,ORY • Paris,OPO • Porto,16:45,17:07,22,17:55,17:54,-1,1,1
2025-02-27,27 Feb,Porto,sata-internacional,Parti 17:07,ORY • Paris,OPO • Porto,16:45,17:07,22,17:55,17:54,-1,1,1
2025-02-27,27 Feb,Toulon/Hyeres,Transavia,Parti 16:52,ORY • Paris,TLN • Toulon/Hyeres,16:45,16:52,7,18:20,17:58,-22,3,3
2025-02-27,27 Feb,Faro,Transavia,Prévu,ORY • Paris,FAO • Faro,16:45,--,,18:25,--,,3,--
2025-02-27,27 Feb,Toulon/Hyeres,Transavia,Prévu,ORY • Paris,TLN • Toulon/Hyeres,16:45,--,,18:20,--,,3,--
2025-02-27,27 Feb,Tunis,Transavia,Prévu,ORY • Paris,TUN • Tunis,16:50,--,,19:20,--,,3,M
2025-02-27,27 Feb,Tunis,Transavia,Parti 17:05,ORY • Paris,TUN • Tunis,16:50,17:05,15,19:20,19:05,-15,3,M
2025-02-27,27 Feb,Tunis,Tunisair,Prévu,ORY • Paris,TUN • Tunis,17:00,--,,19:25,--,,4,M
2025-02-27,27 Feb,Tunis,JSC Avion Express,Pas d’info,ORY • Paris,TUN • Tunis,17:00,--,,19:25,--,,4,M
2025-02-27,27 Feb,Madrid,Transavia,Posé,ORY • Paris,MAD • Madrid,17:05,--,,19:15,19:20,5,3,T2
2025-02-27,27 Feb,Madrid,Transavia,Parti 17:42,ORY • Paris,MAD • Madrid,17:05,17:42,37,19:15,19:19,4,3,1
2025-02-27,27 Feb,Rome,Vueling  2,Parti 17:17,ORY • Paris,FCO • Rome,17:10,17:17,7,19:05,18:47,-18,1,1
2025-02-27,27 Feb,Rome,Iberia Airlines,Parti 17:17,ORY • Paris,FCO • Rome,17:10,17:17,7,19:05,18:47,-18,1,1
2025-02-27,27 Feb,Rome,Qatar Airways,Parti 17:17,ORY • Paris,FCO • Rome,17:10,--,,19:05,--,,1,1
2025-02-27,27 Feb,Marseille,Air France,Parti 17:19,ORY • Paris,MRS • Marseille,17:15,17:19,4,18:35,18:18,-17,3,1
2025-02-28,28 Feb,Lisbonne,Transavia,Parti 16:35,ORY • Paris,LIS • Lisbonne,16:20,16:35,15,18:00,17:45,-15,3,1
2025-02-28,28 Feb,Venise,easyJet UK,Parti 16:31,ORY • Paris,VCE • Venise,16:20,16:31,11,17:55,17:47,-8,1,2B
2025-02-28,28 Feb,Lisbonne,Transavia,Prévu,ORY • Paris,LIS • Lisbonne,16:20,--,,18:00,--,,3,2
2025-02-28,28 Feb,Catane,Transavia,Prévu,ORY • Paris,CTA • Catane,16:20,--,,19:00,--,,3,--
2025-02-28,28 Feb,Rome,Vueling  2,Parti 16:50,ORY • Paris,FCO • Rome,16:30,16:50,20,18:25,18:22,-3,1,1
2025-02-28,28 Feb,Rome,Iberia Airlines,Parti 16:50,ORY • Paris,FCO • Rome,16:30,16:50,20,18:25,18:22,-3,1,1
2025-02-28,28 Feb,Rome,Qatar Airways,Parti 16:50,ORY • Paris,FCO • Rome,16:30,16:50,20,18:25,18:22,-3,1,1
2025-02-28,28 Feb,Casablanca,Royal Air Maroc,Parti 16:43,ORY • Paris,CMN • Casablanca,16:30,16:43,13,18:35,18:09,-26,4,2
2025-02-28,28 Feb,Toulouse,Air France,Parti 16:27,ORY • Paris,TLS • Toulouse,16:30,16:27,-3,17:45,17:26,-19,3,CF
2025-02-28,28 Feb,Montpellier,Transavia,Parti 16:38,ORY • Paris,MPL • Montpellier,16:35,16:38,3,18:00,17:35,-25,3,3
2025-02-28,28 Feb,Montpellier,Transavia,Prévu,ORY • Paris,MPL • Montpellier,16:35,--,,18:00,--,,3,--
2025-02-28,28 Feb,Copenhague,Transavia,Prévu,ORY • Paris,CPH • Copenhague,16:40,--,,18:50,--,,3,L
2025-02-28,28 Feb,Copenhague,Transavia,Parti 16:48,ORY • Paris,CPH • Copenhague,16:40,16:48,8,18:50,18:25,-25,3,3
2025-02-28,28 Feb,Lisbonne,Vueling  1,Parti 16:52,ORY • Paris,LIS • Lisbonne,16:40,16:52,12,18:15,17:57,-18,1,2
2025-02-28,28 Feb,Lisbonne,Iberia Airlines,Parti 16:52,ORY • Paris,LIS • Lisbonne,16:40,16:52,12,18:15,17:57,-18,1,2
2025-02-28,28 Feb,Rome,Transavia,Prévu,ORY • Paris,FCO • Rome,16:45,--,,18:50,--,,3,1
2025-02-28,28 Feb,Oslo,Transavia,Parti 16:49,ORY • Paris,OSL • Oslo,16:45,16:49,4,19:15,19:17,2,3,1
2025-02-28,28 Feb,Rome,Transavia,Parti 16:57,ORY • Paris,FCO • Rome,16:45,16:57,12,18:50,18:28,-22,3,1
2025-02-28,28 Feb,Oslo,Transavia,Prévu,ORY • Paris,OSL • Oslo,16:45,--,,19:15,--,,3,--
2025-02-28,28 Feb,Alicante,Transavia,Posé,ORY • Paris,ALC • Alicante,16:50,--,,19:00,18:49,-11,3,NTERM
2025-02-28,28 Feb,Alicante,Transavia,Parti 17:05,ORY • Paris,ALC • Alicante,16:50,17:05,15,19:00,18:50,-10,3,N
2025-02-28,28 Feb,Tunis,Tunisair,Prévu,ORY • Paris,TUN • Tunis,17:00,--,,19:25,--,,4,M
2025-02-28,28 Feb,Constantine,Air Algerie,Parti 17:32,ORY • Paris,CZL • Constantine,17:00,17:32,32,19:15,--,,4,1
2025-03-01,01 Mar,Reykjavik,Transavia,Prévu,ORY • Paris,KEF • Reykjavik,14:30,--,,17:15,--,,3,--
2025-03-01,01 Mar,Ajaccio,Air Corsica  1,Parti 15:01,ORY • Paris,AJA • Ajaccio,14:35,15:01,26,16:10,16:18,8,3,--
2025-03-01,01 Mar,Ajaccio,Air France,Parti 15:01,ORY • Paris,AJA • Ajaccio,14:35,15:01,26,16:10,16:18,8,3,--
2025-03-01,01 Mar,Fort-de-France,Corsair,Parti 15:25,ORY • Paris,FDF • Fort-de-France,14:35,15:25,50,18:45,18:40,-5,4,--
2025-03-01,01 Mar,Nice,Air France,Parti 14:36,ORY • Paris,NCE • Nice,14:35,14:36,1,16:00,15:42,-18,3,2
2025-03-01,01 Mar,Bastia,Air Corsica  1,Parti 14:53,ORY • Paris,BIA • Bastia,14:40,14:53,13,16:15,16:12,-3,3,1
2025-03-01,01 Mar,Bastia,Air France,Parti 14:53,ORY • Paris,BIA • Bastia,14:40,14:53,13,16:15,16:12,-3,3,1
2025-03-01,01 Mar,Pointe-a-Pitre,Air Caraibes,Parti 15:02,ORY • Paris,PTP • Pointe-a-Pitre,14:40,15:02,22,18:35,17:51,-44,4,4
2025-03-01,01 Mar,Pointe-a-Pitre,Air Caraibes,Parti 15:02,ORY • Paris,PTP • Pointe-a-Pitre,14:40,15:02,22,--:--,10:02,,--,--
2025-03-01,01 Mar,Agadir,Transavia,Prévu,ORY • Paris,AGA • Agadir,14:45,--,,17:25,--,,3,--
2025-03-01,01 Mar,Agadir,Transavia,Parti 15:20,ORY • Paris,AGA • Agadir,14:45,15:20,35,17:25,--,,3,1
2025-03-01,01 Mar,Djerba,Transavia,Parti 15:10,ORY • Paris,DJE • Djerba,14:50,15:10,20,17:45,17:32,-13,3,M
2025-03-01,01 Mar,Marrakech,Transavia,Parti 15:11,ORY • Paris,RAK • Marrakech,14:50,15:11,21,17:20,17:01,-19,3,1
2025-03-01,01 Mar,Djerba,Transavia,Prévu,ORY • Paris,DJE • Djerba,14:50,--,,17:45,--,,3,--
2025-03-01,01 Mar,Marrakech,Transavia,Prévu,ORY • Paris,RAK • Marrakech,14:50,--,,17:20,--,,3,1
2025-03-01,01 Mar,Rome,Vueling  2,Parti 15:06,ORY • Paris,FCO • Rome,15:00,15:06,6,16:55,16:43,-12,1,1
2025-03-01,01 Mar,Rome,Iberia Airlines,Parti 15:06,ORY • Paris,FCO • Rome,15:00,15:06,6,16:55,16:43,-12,1,1
2025-03-01,01 Mar,Rome,Qatar Airways,Parti 15:06,ORY • Paris,FCO • Rome,15:00,15:06,6,16:55,16:43,-12,1,1
2025-03-01,01 Mar,Oran,Transavia,Parti 15:15,ORY • Paris,ORN • Oran,15:05,15:15,10,17:40,17:15,-25,3,2D
2025-03-01,01 Mar,Oran,Transavia,Prévu,ORY • Paris,ORN • Oran,15:05,--,,17:40,--,,3,--
2025-03-01,01 Mar,Pointe-a-Pitre,Corsair,Parti 15:44,ORY • Paris,PTP • Pointe-a-Pitre,15:10,15:44,34,19:15,18:46,-29,4,4
2025-03-01,01 Mar,Montpellier,Transavia,Parti 15:19,ORY • Paris,MPL • Montpellier,15:10,15:19,9,16:35,16:22,-13,3,--
2025-03-01,01 Mar,Londres,Vueling  2,Parti 15:12,ORY • Paris,LGW • Londres,15:10,15:12,2,15:20,14:59,-21,1,S
2025-03-01,01 Mar,Londres,British Airways,Parti 15:12,ORY • Paris,LGW • Londres,15:10,15:12,2,15:20,14:59,-21,1,S
2025-03-01,01 Mar,Londres,Iberia Airlines,Parti 15:12,ORY • Paris,LGW • Londres,15:10,15:12,2,15:20,14:59,-21,1,S
2025-03-01,01 Mar,Faro,easyJet UK,Parti 15:21,ORY • Paris,FAO • Faro,15:10,15:21,11,16:50,16:29,-21,1,1
2025-03-02,02 Mar,Ajaccio,Air Corsica  1,Parti 17:11,ORY • Paris,AJA • Ajaccio,16:50,17:11,21,18:25,18:29,4,3,1
2025-03-02,02 Mar,Ajaccio,Air France,Parti 17:11,ORY • Paris,AJA • Ajaccio,16:50,17:11,21,18:25,18:29,4,3,1
2025-03-02,02 Mar,Porto,Transavia,Estimé,ORY • Paris,OPO • Porto,16:50,--,,18:10,--,,3,1
2025-03-02,02 Mar,Porto,Transavia,Parti 17:04,ORY • Paris,OPO • Porto,16:50,17:04,14,18:10,17:45,-25,3,3
2025-03-02,02 Mar,Malaga,Transavia,Parti 17:30,ORY • Paris,AGP • Malaga,16:55,17:30,35,19:30,19:33,3,3,2
2025-03-02,02 Mar,Nice,easyJet UK,Parti 17:15,ORY • Paris,NCE • Nice,17:00,17:15,15,18:25,--,,1,2
2025-03-02,02 Mar,Constantine,Air Algerie,Parti 17:34,ORY • Paris,CZL • Constantine,17:00,17:34,34,19:15,--,,4,4
2025-03-02,02 Mar,Toulouse,Air France,Parti 17:39,ORY • Paris,TLS • Toulouse,17:00,17:39,39,18:15,18:31,16,3,1
2025-03-02,02 Mar,Rome,Vueling  2,Parti 17:02,ORY • Paris,FCO • Rome,17:00,17:02,2,18:55,18:44,-11,1,1
2025-03-02,02 Mar,Rome,Iberia Airlines,Parti 17:02,ORY • Paris,FCO • Rome,17:00,17:02,2,18:55,18:44,-11,1,1
2025-03-02,02 Mar,Rome,Qatar Airways,Parti 17:02,ORY • Paris,FCO • Rome,17:00,17:02,2,18:55,18:44,-11,1,1
