date,date_non_format,destination_liste,compagnie,statut,ville_depart,ville_arrivee,heure_depart_prevue,heure_depart_reelle,retard_depart_min,heure_arrivee_prevue,heure_arrivee_reelle,retard_arrivee_min,terminal_depart,terminal_arrivee
2025-02-12,12 Feb,Nice,easyJet UK,Parti 19:04,ORY • Paris,NCE • Nice,19:00,19:04,4,20:25,20:12,-13,1,2
2025-02-12,12 Feb,Madrid,Iberia Airlines  4,Parti 19:17,ORY • Paris,MAD • Madrid,19:00,19:17,17,21:05,20:48,-17,1,4
2025-02-12,12 Feb,Madrid,Avianca,Parti 19:17,ORY • Paris,MAD • Madrid,19:00,19:17,17,21:05,20:48,-17,1,4
2025-02-12,12 Feb,Madrid,LATAM Airlines,Parti 19:17,ORY • Paris,MAD • Madrid,19:00,19:17,17,21:05,20:48,-17,1,4
2025-02-12,12 Feb,Madrid,Qatar Airways,Parti 19:17,ORY • Paris,MAD • Madrid,19:00,19:17,17,21:05,20:48,-17,1,4
2025-02-12,12 Feb,Madrid,Vueling,Parti 19:17,ORY • Paris,MAD • Madrid,19:00,19:17,17,21:05,20:48,-17,1,4
2025-02-12,12 Feb,Casablanca,Tui Fly,Parti 19:37,ORY • Paris,CMN • Casablanca,19:05,19:37,32,22:35,22:13,-22,D,1
2025-02-12,12 Feb,Nice,Air France,Parti 19:10,ORY • Paris,NCE • Nice,19:05,19:10,5,20:30,20:18,-12,3,2
2025-02-12,12 Feb,Toulouse,easyJet UK,Parti 19:14,ORY • Paris,TLS • Toulouse,19:10,19:14,4,20:25,20:15,-10,1,3
2025-02-12,12 Feb,Montpellier,Transavia,Parti 20:40,ORY • Paris,MPL • Montpellier,19:10,20:40,90,20:35,--,,3,--
2025-02-12,12 Feb,Alger,Air Algerie,Parti 22:08,ORY • Paris,ALG • Alger,19:10,22:08,178,21:20,--,,4,4
2025-02-12,12 Feb,Madrid,Air Europa  2,Parti 19:39,ORY • Paris,MAD • Madrid,19:25,19:39,14,21:25,21:10,-15,1,T2
2025-02-12,12 Feb,Madrid,Azul,Parti 19:39,ORY • Paris,MAD • Madrid,19:25,19:39,14,21:25,21:10,-15,1,T2
2025-02-12,12 Feb,Madrid,Aeromexico,Parti 19:39,ORY • Paris,MAD • Madrid,19:25,19:39,14,21:25,21:10,-15,1,T2
2025-02-12,12 Feb,Milan,ITA Airways,Parti 19:44,ORY • Paris,LIN • Milan,19:35,19:44,9,21:00,20:51,-9,2,1
2025-02-12,12 Feb,Nice,Air France,Parti 19:33,ORY • Paris,NCE • Nice,19:35,19:33,-2,21:00,20:38,-22,3,2
2025-02-12,12 Feb,Tanger,Royal Air Maroc,Parti 19:44,ORY • Paris,TNG • Tanger,19:40,19:44,4,22:25,21:56,-29,4,1
2025-02-12,12 Feb,Naples,easyJet UK,Parti 20:05,ORY • Paris,NAP • Naples,19:40,20:05,25,21:50,21:55,5,1,2
2025-02-12,12 Feb,Perpignan,Transavia,Parti 19:58,ORY • Paris,PGF • Perpignan,19:40,19:58,18,21:10,21:02,-8,3,3
2025-02-12,12 Feb,Brive-la-Gaillarde,Chalair  1,Parti 19:50,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,19:50,5,21:00,--,,1,1
2025-02-12,12 Feb,Brive-la-Gaillarde,Air France,Parti 19:50,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,19:50,5,21:00,--,,1,1
2025-02-12,12 Feb,Biarritz,Transavia,Parti 19:52,ORY • Paris,BIQ • Biarritz,19:50,19:52,2,21:20,20:55,-25,3,2G
2025-02-12,12 Feb,Saint Denis,French Bee  1,Parti 20:25,ORY • Paris,RUN • Saint Denis,19:55,20:25,30,09:55,09:55,0,4,4
2025-02-12,12 Feb,Saint Denis,Air Caraibes,Parti 20:25,ORY • Paris,RUN • Saint Denis,19:55,20:25,30,09:55,09:55,0,4,4
2025-02-12,12 Feb,Toulouse,Air France,Parti 20:00,ORY • Paris,TLS • Toulouse,20:00,20:00,0,21:15,20:58,-17,3,2
2025-02-12,12 Feb,Aurillac,Chalair  1,Estimé 19:51,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,OR1
2025-02-12,12 Feb,Aurillac,Air France,Estimé 19:51,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,OR1
2025-02-12,12 Feb,Aurillac,Chalair,Parti 19:54,ORY • Paris,AUR • Aurillac,20:05,19:54,-11,21:13,20:54,-19,--,OR1
2025-02-12,12 Feb,Castres,Chalair  1,Parti 20:06,ORY • Paris,DCM • Castres,20:10,20:06,-4,21:45,21:23,-22,1,1
2025-02-12,12 Feb,Castres,Air France,Parti 20:06,ORY • Paris,DCM • Castres,20:10,20:06,-4,21:45,21:23,-22,1,1
2025-02-13,13 Feb,Toulouse,easyJet UK,Parti 19:10,ORY • Paris,TLS • Toulouse,19:10,19:10,0,20:25,20:05,-20,1,1
2025-02-13,13 Feb,Montpellier,Transavia,Prévu,ORY • Paris,MPL • Montpellier,19:10,--,,20:35,--,,3,--
2025-02-13,13 Feb,Madrid,Air Europa  2,Parti 19:18,ORY • Paris,MAD • Madrid,19:25,19:18,-7,21:25,20:48,-37,1,T2
2025-02-13,13 Feb,Madrid,Azul,Parti 19:18,ORY • Paris,MAD • Madrid,19:25,19:18,-7,21:25,20:48,-37,1,T2
2025-02-13,13 Feb,Madrid,Aeromexico,Parti 19:18,ORY • Paris,MAD • Madrid,19:25,19:18,-7,21:25,20:48,-37,1,T2
2025-02-13,13 Feb,Toulouse,Air France,Parti 19:31,ORY • Paris,TLS • Toulouse,19:30,19:31,1,20:45,20:25,-20,3,1
2025-02-13,13 Feb,Milan,ITA Airways,Parti 19:41,ORY • Paris,LIN • Milan,19:35,19:41,6,21:00,20:46,-14,2,FBO
2025-02-13,13 Feb,Nice,Air France,Parti 19:35,ORY • Paris,NCE • Nice,19:35,19:35,0,21:00,20:40,-20,3,2
2025-02-13,13 Feb,Perpignan,Transavia,Estimé 20:47,ORY • Paris,PGF • Perpignan,19:40,--,,21:10,--,,3,OR3
2025-02-13,13 Feb,Naples,easyJet UK,Parti 20:08,ORY • Paris,NAP • Naples,19:40,20:08,28,21:50,21:51,1,1,1
2025-02-13,13 Feb,Perpignan,Transavia,Prévu,ORY • Paris,PGF • Perpignan,19:40,--,,21:10,--,,3,--
2025-02-13,13 Feb,Brive-la-Gaillarde,Chalair  1,Pas d’info,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,--,,21:00,--,,1,1
2025-02-13,13 Feb,Brive-la-Gaillarde,Air France,Pas d’info,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,--,,21:00,--,,1,1
2025-02-13,13 Feb,Saint Denis,French Bee  1,Parti 20:14,ORY • Paris,RUN • Saint Denis,19:55,20:14,19,09:55,09:47,-8,4,4
2025-02-13,13 Feb,Saint Denis,Air Caraibes,Parti 20:14,ORY • Paris,RUN • Saint Denis,19:55,20:14,19,09:55,09:47,-8,4,4
2025-02-13,13 Feb,Alger,Air Algerie,Estimé 20:10,ORY • Paris,ALG • Alger,20:00,--,,21:50,--,,--,1
2025-02-13,13 Feb,Toulouse,Air France,Parti 20:01,ORY • Paris,TLS • Toulouse,20:00,20:01,1,21:15,20:56,-19,3,1
2025-02-13,13 Feb,Aurillac,Chalair  1,Pas d’info,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,--
2025-02-13,13 Feb,Aurillac,Air France,Pas d’info,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,--
2025-02-13,13 Feb,Aurillac,Chalair,Parti 20:06,ORY • Paris,AUR • Aurillac,20:05,20:06,1,21:08,21:05,-3,--,OR1
2025-02-13,13 Feb,Rodez,Volotea,Parti 20:21,ORY • Paris,RDZ • Rodez,20:10,20:21,11,21:25,21:09,-16,A,A
2025-02-13,13 Feb,Castres,Chalair  1,Parti 20:12,ORY • Paris,DCM • Castres,20:10,20:12,2,21:45,--,,1,1
2025-02-13,13 Feb,Castres,Air France,Parti 20:12,ORY • Paris,DCM • Castres,20:10,20:12,2,21:45,--,,1,1
2025-02-13,13 Feb,Figari,Air Corsica  1,Parti 20:19,ORY • Paris,FSC • Figari,20:15,20:19,4,21:55,21:35,-20,3,2
2025-02-13,13 Feb,Figari,Air France,Parti 20:19,ORY • Paris,FSC • Figari,20:15,20:19,4,21:55,21:35,-20,3,2
2025-02-13,13 Feb,Marseille,Air France,Parti 20:25,ORY • Paris,MRS • Marseille,20:15,20:25,10,21:35,21:25,-10,3,1
2025-02-13,13 Feb,Toulouse,Air France  1,Parti 20:42,ORY • Paris,TLS • Toulouse,20:30,20:42,12,21:45,21:36,-9,3,1
2025-02-13,13 Feb,Toulouse,Air Europa,Parti 20:42,ORY • Paris,TLS • Toulouse,20:30,20:42,12,21:45,21:36,-9,3,1
2025-02-14,14 Feb,Casablanca,Tui Fly,Parti 19:28,ORY • Paris,CMN • Casablanca,19:05,19:28,23,22:35,22:15,-20,D,1
2025-02-14,14 Feb,Toulouse,easyJet UK,Parti 19:30,ORY • Paris,TLS • Toulouse,19:10,19:30,20,20:25,20:22,-3,1,1
2025-02-14,14 Feb,Alger,Air Algerie,Parti 20:39,ORY • Paris,ALG • Alger,19:10,20:39,89,21:20,--,,4,4
2025-02-14,14 Feb,Londres,Vueling  2,Parti 19:50,ORY • Paris,LGW • Londres,19:20,19:50,30,19:25,19:33,8,1,S
2025-02-14,14 Feb,Londres,British Airways,Parti 19:50,ORY • Paris,LGW • Londres,19:20,19:50,30,19:25,19:33,8,1,S
2025-02-14,14 Feb,Londres,Iberia Airlines,Parti 19:50,ORY • Paris,LGW • Londres,19:20,19:50,30,19:25,19:33,8,1,S
2025-02-14,14 Feb,Madrid,Air Europa  2,Parti 20:02,ORY • Paris,MAD • Madrid,19:25,20:02,37,21:25,21:34,9,1,2
2025-02-14,14 Feb,Madrid,Azul,Parti 20:02,ORY • Paris,MAD • Madrid,19:25,20:02,37,21:25,21:34,9,1,2
2025-02-14,14 Feb,Madrid,Aeromexico,Parti 20:02,ORY • Paris,MAD • Madrid,19:25,20:02,37,21:25,21:34,9,1,2
2025-02-14,14 Feb,Alger,Air Algerie,Parti 19:44,ORY • Paris,ALG • Alger,19:30,19:44,14,21:25,21:26,1,--,4
2025-02-14,14 Feb,Milan,ITA Airways,Parti 19:35,ORY • Paris,LIN • Milan,19:35,19:35,0,21:00,20:47,-13,2,1
2025-02-14,14 Feb,Nice,Air France,Annulé,ORY • Paris,NCE • Nice,19:35,--,,21:00,--,,3,2
2025-02-14,14 Feb,Montpellier,Transavia,Prévu,ORY • Paris,MPL • Montpellier,19:40,--,,21:05,--,,3,--
2025-02-14,14 Feb,Montpellier,Transavia,Parti 20:00,ORY • Paris,MPL • Montpellier,19:40,20:00,20,21:05,20:59,-6,3,--
2025-02-14,14 Feb,Tanger,Royal Air Maroc,Parti 19:51,ORY • Paris,TNG • Tanger,19:40,19:51,11,22:15,22:07,-8,4,1
2025-02-14,14 Feb,Brive-la-Gaillarde,Chalair  1,Parti 19:46,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,19:46,1,21:00,--,,1,--
2025-02-14,14 Feb,Brive-la-Gaillarde,Air France,Parti 19:46,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,19:46,1,21:00,--,,1,--
2025-02-14,14 Feb,Tunis,Tunisair,Parti 22:48,ORY • Paris,TUN • Tunis,19:55,22:48,173,22:20,--,,4,M
2025-02-14,14 Feb,Toulouse,Air France,Parti 20:06,ORY • Paris,TLS • Toulouse,20:00,20:06,6,21:15,21:02,-13,3,2
2025-02-14,14 Feb,Aurillac,Chalair  1,Estimé 20:06,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,OR1
2025-02-14,14 Feb,Aurillac,Air France,Estimé 20:06,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,OR1
2025-02-14,14 Feb,Aurillac,Chalair,Parti 20:09,ORY • Paris,AUR • Aurillac,20:05,20:09,4,21:11,21:04,-7,--,OR1
2025-02-14,14 Feb,Rodez,Volotea,Parti 20:18,ORY • Paris,RDZ • Rodez,20:10,20:18,8,21:25,21:05,-20,A,A
2025-02-14,14 Feb,Castres,Chalair  1,Parti 20:13,ORY • Paris,DCM • Castres,20:10,20:13,3,21:45,21:24,-21,1,1
2025-02-14,14 Feb,Castres,Air France,Parti 20:13,ORY • Paris,DCM • Castres,20:10,20:13,3,21:45,21:24,-21,1,1
2025-02-14,14 Feb,Marseille,Air France,Parti 20:23,ORY • Paris,MRS • Marseille,20:15,20:23,8,21:35,21:19,-16,3,1
2025-02-14,14 Feb,Figari,Air Corsica  1,Parti 20:49,ORY • Paris,FSC • Figari,20:15,20:49,34,21:55,--,,3,1
2025-02-14,14 Feb,Figari,Air France,Parti 20:49,ORY • Paris,FSC • Figari,20:15,20:49,34,21:55,--,,3,1
2025-02-15,15 Feb,Tunis,Tunisair,Parti 18:44,ORY • Paris,TUN • Tunis,17:35,18:44,69,20:00,20:36,36,4,M
2025-02-15,15 Feb,Venise,Transavia,Parti 17:55,ORY • Paris,VCE • Venise,17:40,17:55,15,19:20,19:08,-12,3,2
2025-02-15,15 Feb,Palma de Majorque,Vueling  1,Parti 17:46,ORY • Paris,PMI • Palma de Majorque,17:40,17:46,6,19:25,19:12,-13,1,1
2025-02-15,15 Feb,Palma de Majorque,Iberia Airlines,Parti 17:46,ORY • Paris,PMI • Palma de Majorque,17:40,17:46,6,19:25,19:12,-13,1,1
2025-02-15,15 Feb,Ajaccio,Air France  1,Parti 17:48,ORY • Paris,AJA • Ajaccio,17:40,17:48,8,19:20,19:11,-9,3,2
2025-02-15,15 Feb,Ajaccio,Air Corsica,Parti 17:48,ORY • Paris,AJA • Ajaccio,17:40,17:48,8,19:20,19:11,-9,3,--
2025-02-15,15 Feb,Venise,easyJet UK,Parti 18:26,ORY • Paris,VCE • Venise,17:40,18:26,46,19:15,19:40,25,1,2
2025-02-15,15 Feb,Lisbonne,TAP Air Portugal  2,Parti 18:05,ORY • Paris,LIS • Lisbonne,17:40,18:05,25,19:10,--,,1,1
2025-02-15,15 Feb,Lisbonne,Azul,Parti 18:05,ORY • Paris,LIS • Lisbonne,17:40,18:05,25,19:10,19:20,10,1,1
2025-02-15,15 Feb,Lisbonne,sata-internacional,Parti 18:05,ORY • Paris,LIS • Lisbonne,17:40,18:05,25,19:10,--,,1,1
2025-02-15,15 Feb,Madrid,Transavia,Posé,ORY • Paris,MAD • Madrid,17:45,--,,19:55,19:44,-11,3,T2
2025-02-15,15 Feb,Madrid,Transavia,Parti 18:02,ORY • Paris,MAD • Madrid,17:45,18:02,17,19:55,19:36,-19,3,1
2025-02-15,15 Feb,Valence,Vueling  1,Parti 18:06,ORY • Paris,VLC • Valence,17:50,18:06,16,19:40,19:40,0,1,1
2025-02-15,15 Feb,Valence,Iberia Airlines,Parti 18:06,ORY • Paris,VLC • Valence,17:50,18:06,16,19:40,19:40,0,1,1
2025-02-15,15 Feb,Milan,easyJet,Parti 17:41,ORY • Paris,LIN • Milan,18:00,17:41,-19,19:25,19:06,-19,--,T0
2025-02-15,15 Feb,Milan,easyJet UK,Parti 18:03,ORY • Paris,LIN • Milan,18:00,18:03,3,19:25,19:06,-19,1,1
2025-02-15,15 Feb,Barcelone,Vueling  2,Parti 18:20,ORY • Paris,BCN • Barcelone,18:05,18:20,15,19:45,19:32,-13,1,T1
2025-02-15,15 Feb,Barcelone,Iberia Airlines,Parti 18:20,ORY • Paris,BCN • Barcelone,18:05,18:20,15,19:45,19:32,-13,1,T1
2025-02-15,15 Feb,Barcelone,Qatar Airways,Parti 18:20,ORY • Paris,BCN • Barcelone,18:05,18:20,15,19:45,19:32,-13,1,T1
2025-02-15,15 Feb,Casablanca,Royal Air Maroc,Parti 18:23,ORY • Paris,CMN • Casablanca,18:10,18:23,13,21:05,21:02,-3,4,2
2025-02-15,15 Feb,Lourdes/Tarbes,Volotea,Parti 18:27,ORY • Paris,LDE • Lourdes/Tarbes,18:20,18:27,7,19:45,19:30,-15,A,--
2025-02-15,15 Feb,Barcelone,Transavia,Parti 18:30,ORY • Paris,BCN • Barcelone,18:20,18:30,10,20:00,19:43,-17,3,2
2025-02-15,15 Feb,Milan,Vueling  1,Parti 18:42,ORY • Paris,MXP • Milan,18:35,18:42,7,20:00,19:47,-13,1,1
2025-02-15,15 Feb,Milan,Iberia Airlines,Parti 18:42,ORY • Paris,MXP • Milan,18:35,18:42,7,20:00,19:47,-13,1,1
2025-02-15,15 Feb,New York,French Bee  1,Parti 19:04,ORY • Paris,EWR • New York,18:40,19:04,24,21:00,20:42,-18,4,B
2025-02-15,15 Feb,New York,Air Caraibes,Parti 19:04,ORY • Paris,EWR • New York,18:40,19:04,24,21:00,20:42,-18,4,B
2025-02-15,15 Feb,Madrid,Iberia Airlines  4,Parti 19:01,ORY • Paris,MAD • Madrid,19:00,19:01,1,21:05,20:36,-29,1,T4
2025-02-15,15 Feb,Madrid,Avianca,Parti 19:01,ORY • Paris,MAD • Madrid,19:00,19:01,1,21:05,20:36,-29,1,4
2025-02-15,15 Feb,Madrid,LATAM Airlines,Parti 19:01,ORY • Paris,MAD • Madrid,19:00,19:01,1,21:05,20:36,-29,1,T4
2025-02-15,15 Feb,Madrid,Qatar Airways,Parti 19:01,ORY • Paris,MAD • Madrid,19:00,19:01,1,21:05,20:36,-29,1,T4
2025-02-15,15 Feb,Madrid,Vueling,Parti 19:01,ORY • Paris,MAD • Madrid,19:00,19:01,1,21:05,20:36,-29,1,T4
2025-02-15,15 Feb,Toulouse,Air France,Parti 19:12,ORY • Paris,TLS • Toulouse,19:00,19:12,12,20:15,20:07,-8,3,4
2025-02-15,15 Feb,Alger,Air Algerie,Parti 20:56,ORY • Paris,ALG • Alger,19:10,20:56,106,21:20,--,,4,4
2025-02-16,16 Feb,Madrid,Air Europa  2,Parti 19:26,ORY • Paris,MAD • Madrid,19:25,19:26,1,21:25,20:57,-28,1,T2
2025-02-16,16 Feb,Madrid,Azul,Parti 19:26,ORY • Paris,MAD • Madrid,19:25,19:26,1,21:25,20:57,-28,1,T2
2025-02-16,16 Feb,Madrid,Aeromexico,Parti 19:26,ORY • Paris,MAD • Madrid,19:25,19:26,1,21:25,20:57,-28,1,T2
2025-02-16,16 Feb,Milan,ITA Airways,Parti 19:28,ORY • Paris,LIN • Milan,19:35,19:28,-7,21:00,20:45,-15,2,T0
2025-02-16,16 Feb,Nice,Air France,Parti 19:54,ORY • Paris,NCE • Nice,19:35,19:54,19,21:00,20:55,-5,3,2
2025-02-16,16 Feb,Tanger,Royal Air Maroc,Parti 19:48,ORY • Paris,TNG • Tanger,19:40,19:48,8,22:25,21:52,-33,4,2
2025-02-16,16 Feb,Brive-la-Gaillarde,Chalair  1,Parti 19:51,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,19:51,6,21:00,20:50,-10,1,1
2025-02-16,16 Feb,Brive-la-Gaillarde,Air France,Parti 19:51,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,19:51,6,21:00,20:50,-10,1,1
2025-02-16,16 Feb,Biarritz,Transavia,Prévu,ORY • Paris,BIQ • Biarritz,19:50,--,,21:20,--,,3,--
2025-02-16,16 Feb,Biarritz,Transavia,Parti 20:13,ORY • Paris,BIQ • Biarritz,19:50,20:13,23,21:20,21:17,-3,3,--
2025-02-16,16 Feb,Saint Denis,French Bee  1,Parti 20:21,ORY • Paris,RUN • Saint Denis,19:55,20:21,26,09:55,09:44,-11,4,4
2025-02-16,16 Feb,Saint Denis,Air Caraibes,Parti 20:21,ORY • Paris,RUN • Saint Denis,19:55,20:21,26,09:55,09:44,-11,4,4
2025-02-16,16 Feb,Perpignan,Transavia,Parti 20:05,ORY • Paris,PGF • Perpignan,20:00,20:05,5,21:30,21:05,-25,3,3
2025-02-16,16 Feb,Toulouse,Air France,Parti 20:07,ORY • Paris,TLS • Toulouse,20:00,20:07,7,21:15,21:04,-11,3,1
2025-02-16,16 Feb,Perpignan,Transavia,Prévu,ORY • Paris,PGF • Perpignan,20:00,--,,21:30,--,,3,--
2025-02-16,16 Feb,Naples,easyJet UK,Parti 20:11,ORY • Paris,NAP • Naples,20:05,20:11,6,22:15,21:56,-19,1,1
2025-02-16,16 Feb,Aurillac,Chalair,Parti 20:26,ORY • Paris,AUR • Aurillac,20:05,20:26,21,21:10,21:20,10,--,OR1
2025-02-16,16 Feb,Aurillac,Chalair  1,Estimé 20:25,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,OR1
2025-02-16,16 Feb,Aurillac,Air France,Estimé 20:25,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,OR1
2025-02-16,16 Feb,Rodez,Volotea,Parti 20:14,ORY • Paris,RDZ • Rodez,20:10,20:14,4,21:25,21:06,-19,A,A
2025-02-16,16 Feb,Castres,Chalair  1,Parti 20:17,ORY • Paris,DCM • Castres,20:10,20:17,7,21:45,21:29,-16,1,1
2025-02-16,16 Feb,Castres,Air France,Parti 20:17,ORY • Paris,DCM • Castres,20:10,20:17,7,21:45,21:29,-16,1,1
2025-02-16,16 Feb,Marseille,Air France,Parti 20:20,ORY • Paris,MRS • Marseille,20:15,20:20,5,21:35,21:18,-17,3,1
2025-02-16,16 Feb,Bilbao,Vueling  1,Parti 20:28,ORY • Paris,BIO • Bilbao,20:25,20:28,3,22:00,21:37,-23,1,1
2025-02-16,16 Feb,Bilbao,Iberia Airlines,Parti 20:28,ORY • Paris,BIO • Bilbao,20:25,20:28,3,22:00,21:37,-23,1,1
2025-02-16,16 Feb,Toulouse,Air France  1,Parti 20:44,ORY • Paris,TLS • Toulouse,20:30,20:44,14,21:45,21:40,-5,3,1
2025-02-16,16 Feb,Toulouse,Air Europa,Parti 20:44,ORY • Paris,TLS • Toulouse,20:30,20:44,14,21:45,21:40,-5,3,1
2025-02-16,16 Feb,Oujda,Royal Air Maroc,Parti 21:10,ORY • Paris,OUD • Oujda,20:35,21:10,35,23:15,23:14,-1,4,2
2025-02-17,17 Feb,Montpellier,Transavia,Prévu,ORY • Paris,MPL • Montpellier,19:10,--,,20:35,--,,3,--
2025-02-17,17 Feb,Madrid,Air Europa  2,Parti 19:35,ORY • Paris,MAD • Madrid,19:25,19:35,10,21:25,21:09,-16,1,2
2025-02-17,17 Feb,Madrid,Azul,Parti 19:35,ORY • Paris,MAD • Madrid,19:25,19:35,10,21:25,21:09,-16,1,2
2025-02-17,17 Feb,Madrid,Aeromexico,Parti 19:35,ORY • Paris,MAD • Madrid,19:25,19:35,10,21:25,21:09,-16,1,2
2025-02-17,17 Feb,Djerba,JSC Avion Express,Parti 21:33,ORY • Paris,DJE • Djerba,19:30,21:33,123,22:20,--,,4,1
2025-02-17,17 Feb,Milan,ITA Airways,Parti 20:38,ORY • Paris,LIN • Milan,19:35,20:38,63,21:00,21:47,47,2,2B
2025-02-17,17 Feb,Nice,Air France,Parti 20:01,ORY • Paris,NCE • Nice,19:35,20:01,26,21:00,21:05,5,3,2
2025-02-17,17 Feb,Perpignan,Transavia,Parti 20:26,ORY • Paris,PGF • Perpignan,19:40,20:26,46,21:10,21:27,17,3,--
2025-02-17,17 Feb,Tanger,Royal Air Maroc,Parti 19:46,ORY • Paris,TNG • Tanger,19:40,19:46,6,22:25,22:09,-16,4,1
2025-02-17,17 Feb,Perpignan,Transavia,Prévu,ORY • Paris,PGF • Perpignan,19:40,--,,21:10,--,,3,--
2025-02-17,17 Feb,Brive-la-Gaillarde,Chalair  1,Parti 19:40,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,19:40,-5,21:00,20:37,-23,1,1
2025-02-17,17 Feb,Brive-la-Gaillarde,Air France,Parti 19:40,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,19:40,-5,21:00,20:37,-23,1,1
2025-02-17,17 Feb,Pau,Amelia,Parti 19:49,ORY • Paris,PUF • Pau,19:50,19:49,-1,21:18,21:05,-13,--,OR2
2025-02-17,17 Feb,Biarritz,Transavia,Prévu,ORY • Paris,BIQ • Biarritz,19:50,--,,21:20,--,,3,--
2025-02-17,17 Feb,Biarritz,Transavia,Parti 20:00,ORY • Paris,BIQ • Biarritz,19:50,20:00,10,21:20,21:03,-17,3,C2G
2025-02-17,17 Feb,Naples,easyJet UK,Parti 20:18,ORY • Paris,NAP • Naples,19:55,20:18,23,22:05,22:03,-2,1,1
2025-02-17,17 Feb,Saint Denis,French Bee  1,Parti 20:11,ORY • Paris,RUN • Saint Denis,19:55,20:11,16,09:55,09:32,-23,4,4
2025-02-17,17 Feb,Saint Denis,Air Caraibes,Parti 20:11,ORY • Paris,RUN • Saint Denis,19:55,20:11,16,09:55,09:32,-23,4,4
2025-02-17,17 Feb,Toulouse,Air France,Annulé,ORY • Paris,TLS • Toulouse,20:00,--,,21:15,--,,3,2
2025-02-17,17 Feb,Aurillac,Chalair,Parti 20:09,ORY • Paris,AUR • Aurillac,20:05,20:09,4,21:09,21:04,-5,--,OR1
2025-02-17,17 Feb,Aurillac,Chalair  1,Pas d’info,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,OR1
2025-02-17,17 Feb,Aurillac,Air France,Pas d’info,ORY • Paris,AUR • Aurillac,20:05,--,,21:25,--,,1,OR1
2025-02-17,17 Feb,Rodez,Volotea,Parti 20:14,ORY • Paris,RDZ • Rodez,20:10,20:14,4,21:25,21:03,-22,A,A
2025-02-17,17 Feb,Castres,Chalair  1,Parti 20:02,ORY • Paris,DCM • Castres,20:10,20:02,-8,21:45,21:20,-25,1,1
2025-02-17,17 Feb,Castres,Air France,Parti 20:02,ORY • Paris,DCM • Castres,20:10,20:02,-8,21:45,21:20,-25,1,1
2025-02-17,17 Feb,Marseille,Air France,Parti 20:15,ORY • Paris,MRS • Marseille,20:15,20:15,0,21:35,21:13,-22,3,1
2025-02-18,18 Feb,Nice,easyJet UK,Parti 19:40,ORY • Paris,NCE • Nice,19:00,19:40,40,20:25,20:47,22,1,2
2025-02-18,18 Feb,Nice,Air France,Parti 19:05,ORY • Paris,NCE • Nice,19:05,19:05,0,20:30,20:13,-17,3,2
2025-02-18,18 Feb,Toulouse,easyJet UK,Parti 19:46,ORY • Paris,TLS • Toulouse,19:10,19:46,36,20:25,20:45,20,1,2
2025-02-18,18 Feb,Montpellier,Transavia,Parti 19:11,ORY • Paris,MPL • Montpellier,19:10,19:11,1,20:35,20:14,-21,3,3
2025-02-18,18 Feb,Djerba,JSC Avion Express,Parti 20:11,ORY • Paris,DJE • Djerba,19:15,20:11,56,22:05,--,,4,3
2025-02-18,18 Feb,Madrid,Air Europa  2,Parti 19:28,ORY • Paris,MAD • Madrid,19:25,19:28,3,21:25,21:03,-22,1,T2
2025-02-18,18 Feb,Madrid,Azul,Parti 19:28,ORY • Paris,MAD • Madrid,19:25,19:28,3,21:25,21:03,-22,1,T2
2025-02-18,18 Feb,Madrid,Aeromexico,Parti 19:28,ORY • Paris,MAD • Madrid,19:25,19:28,3,21:25,21:03,-22,1,T2
2025-02-18,18 Feb,Nice,Air France,Parti 19:38,ORY • Paris,NCE • Nice,19:35,19:38,3,21:00,20:43,-17,3,2
2025-02-18,18 Feb,Perpignan,Transavia,Parti 19:44,ORY • Paris,PGF • Perpignan,19:40,19:44,4,21:10,20:51,-19,3,3
2025-02-18,18 Feb,Naples,easyJet UK,Parti 20:44,ORY • Paris,NAP • Naples,19:45,20:44,59,21:55,22:28,33,1,1
2025-02-18,18 Feb,Brive-la-Gaillarde,Chalair  1,Parti 20:00,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,20:00,15,21:00,--,,1,1
2025-02-18,18 Feb,Brive-la-Gaillarde,Air France,Parti 20:00,ORY • Paris,BVE • Brive-la-Gaillarde,19:45,20:00,15,21:00,--,,1,1
