Date,Heure,T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse moyenne du vent sur la dernière heure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Pression atmosphérique ramenée au niveau de la mer (hPa),Visibilité (Km),Nebulosité (octa),Précipitations (mm/heure(s)),Conditions observées à la station
2025-01-Mar. 07,14:00,7.2,4.8,1.5,SO,13.0,--,24.1,67,1006.1(-0.5/3h),20,3/8,0/1h,--
2025-01-Mar. 07,13:00,7.2,4.2,1.1,OSO,16.7,--,25.9,65,1006.3(-0.2/3h),20,3/8,0/1h,--
2025-01-Mar. 07,12:00,7.3,4.6,1.1,OSO,14.8,--,24.1,65,1006.4(0.2/3h),15,2/8,0/3h0/6h,--
2025-01-Mar. 07,11:00,6.3,3.7,1.4,SO,13.0,--,22.2,71,1006.7(0.7/3h),20,1/8,0/1h,--
2025-01-Mar. 07,10:00,5.5,2.7,1.2,SO,13.0,--,22.2,74,1006.6(1.5/3h),20,3/8,0/1h,--
2025-01-Mar. 07,09:00,3.9,1.1,0.9,SO,11.1,--,18.5,81,1006.4(2.2/3h),35,4/8,0/3h,--
2025-01-Mar. 07,08:00,3.7,1.3,0.9,SO,9.3,--,20.4,82,1006.1(2.6/3h),35,6/8,0/1h,--
2025-01-Mar. 07,07:00,3.4,0.1,0.8,SO,13.0,--,18.5,83,1005.2(2.4/3h),20,2/8,0/1h,--
2025-01-Mar. 07,06:00,3.8,1,0.8,OSO,11.1,--,22.2,81,1004.1(1.5/3h),20,7/8,0/3h0/12h1.2/24h,--
2025-01-Mar. 07,05:00,4.3,0.9,1.2,SO,14.8,--,24.1,80,1003.4(0.9/3h),20,7/8,0/1h,--
2025-01-Mar. 07,04:00,4.3,1.2,1.3,SO,13.0,--,22.2,81,1002.7(0.4/3h),35,6/8,0/1h,--
2025-01-Mar. 07,03:00,4.5,1.5,1.3,SO,13.0,--,22.2,80,1002.6(0.6/3h),35,--,0/3h,--
2025-01-Mar. 07,02:00,4.7,1.4,1.7,SO,14.8,--,22.2,81,1002.5(0.8/3h),30,--,0/1h,--
2025-01-Mar. 07,01:00,5.0,2.4,2.0,SO,11.1,--,24.1,81,1002.3(1.4/3h),20,2/8,0/1h,--
2025-01-Mar. 07,00:00,5.5,2.7,2.0,SO,13.0,--,22.2,78,1001.9(1.8/3h),20,5/8,0/3h0/6h,--
2025-01-Mer. 08,23:00,11.0,9.9,9.6,SSO,9.3,--,20.4,91,997.6(0.6/3h),10,8/8,0.4/1h,Ciel clair
2025-01-Mer. 08,22:00,11.1,9.8,9.4,SO,11.1,--,20.4,89,997.7(1.2/3h),15,5/8,0/1h,--
2025-01-Mer. 08,21:00,11.3,9.8,9.0,SO,13.0,--,24.1,86,997.3(1.3/3h),15,4/8,0.2/3h,Nuages se dissipant
2025-01-Mer. 08,20:00,11.9,10.5,9.8,SO,13.0,--,24.1,87,996.9(1.4/3h),10,7/8,0.2/1h,"Il y a eu une averse de pluie à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Mer. 08,19:00,11.8,10.4,10.0,SO,13.0,--,25.9,89,996.4(0.4/3h),5,8/8,trace/1h,Il y a de la bruine et pluie mêlées d'intensité faible à la station au moment de l'observation
2025-01-Mer. 08,18:00,11.9,10.3,10.1,SO,14.8,--,33.3,89,995.9(-1.8/3h),20,7/8,1/3h14/12h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Mer. 08,17:00,11.8,10,10.2,SSO,16.7,--,33.3,90,995.5(-4.0/3h),9,7/8,trace/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Mer. 08,16:00,6.8,5.9,6.7,SSE,5.6,--,11.1,99,996.2(-5.0/3h),8,8/8,1/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Mer. 08,15:00,4.9,3.7,4.6,SE,5.6,--,13.0,98,998(-4.7/3h),3.8,8/8,5/3h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 08,14:00,4.4,2.1,4.0,ESE,9.3,--,16.7,97,999.9(-3.8/3h),5,8/8,1/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 08,13:00,4.2,1.9,3.8,E,9.3,--,14.8,97,1001.4(-3.7/3h),2.6,8/8,2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 08,12:00,4.1,2.8,3.5,E,5.6,--,14.8,96,1002.8(-3.2/3h),2.8,8/8,5/3h7/6h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 08,11:00,3.8,1.9,3.2,ESE,7.4,--,14.8,96,1003.7(-2.3/3h),3.9,8/8,2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 08,10:00,3.8,1.4,2.8,SE,9.3,--,14.8,93,1005.1(-1.0/3h),8,8/8,2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 08,09:00,4.5,3.3,3.6,SE,5.6,--,9.3,94,1006(0.0/3h),7,8/8,3/3h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 08,08:00,4.6,4.6,4.0,ESE,1.9,--,5.6,96,1006(-0.1/3h),9,8/8,1/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 08,07:00,4.8,4.8,4.1,S,3.7,--,7.4,95,1006.1(-0.2/3h),8,8/8,trace/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 08,05:00,4.9,4.9,4.0,SSO,1.9,--,3.7,94,1006.1(0.1/3h),18,8/8,0/1h,--
2025-01-Mer. 08,04:00,5.0,5.0,4.0,SSO,1.9,--,3.7,93,1006.3(0.1/3h),30,8/8,trace/1h,--
2025-01-Mer. 08,03:00,5.2,5.2,3.8,OSO,1.9,--,5.6,91,1006.1(-0.1/3h),30,8/8,0/3h,--
2025-01-Mer. 08,02:00,5.4,5.4,3.9,SO,1.9,--,7.4,90,1006(-0.2/3h),24,8/8,0/1h,--
2025-01-Mer. 08,01:00,5.5,4.4,3.8,SO,5.6,--,9.3,89,1006.2(-0.1/3h),27,8/8,0/1h,--
2025-01-Mer. 08,00:00,5.6,5.6,3.6,SSO,3.7,--,7.4,87,1006.2(-0.3/3h),26,8/8,0/3h0/6h,--
2025-01-Jeu. 09,23:00,3.5,3.5,1.0,O,3.7,--,7.4,84,1020.1(1.1/3h),24,8/8,0/1h,--
2025-01-Jeu. 09,22:00,3.3,3.3,0.7,SO,1.9,--,9.3,83,1020(1.9/3h),19,8/8,0/1h,--
2025-01-Jeu. 09,21:00,3.2,1.8,0.4,OSO,5.6,--,9.3,82,1019.5(2.5/3h),23,8/8,0/3h,--
2025-01-Jeu. 09,20:00,3.4,2,0.8,O,5.6,--,9.3,83,1019(2.8/3h),20,8/8,0/1h,--
2025-01-Jeu. 09,19:00,2.8,0.7,0.8,OSO,7.4,--,11.1,87,1018.1(3.1/3h),20,8/8,0/1h,--
2025-01-Jeu. 09,18:00,2.9,2.9,0.8,SO,1.9,--,9.3,86,1017(3.4/3h),30,6/8,0/3h0.4/12h,--
2025-01-Jeu. 09,17:00,3.2,1.8,0.6,OSO,5.6,--,13.0,83,1016.2(4.3/3h),30,1/8,0/1h,--
2025-01-Jeu. 09,16:00,4.3,2.5,0.4,O,7.4,--,16.7,76,1014.9(4.9/3h),50,6/8,0/1h,--
2025-01-Jeu. 09,15:00,4.5,2.7,0.3,ONO,7.4,--,16.7,74,1013.5(4.8/3h),28,5/8,0/3h,--
2025-01-Jeu. 09,14:00,4.4,1.7,0.4,NO,11.1,--,18.5,75,1011.8(5.5/3h),20,5/8,0/1h,--
2025-01-Jeu. 09,13:00,4.2,1.1,0.5,NO,13.0,--,20.4,77,1010(6.3/3h),35,7/8,0/1h,--
2025-01-Jeu. 09,12:00,3.1,0.6,--,NNO,9.3,--,24.1,--,1008.7(7.8/3h),10,7/8,trace/3h0.4/6h,Nuages se dissipant
2025-01-Jeu. 09,11:00,2.9,-0.1,0.8,N,11.1,--,25.9,86,1006.3(9.1/3h),10,7/8,trace/1h,--
2025-01-Jeu. 09,10:00,2.7,-1.1,1.1,N,14.8,--,24.1,89,1003.7(8.5/3h),10,8/8,trace/1h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Jeu. 09,09:00,3.1,-0.6,2.1,N,14.8,--,25.9,93,1000.8(6.1/3h),5,7/8,0.4/3h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Jeu. 09,08:00,7.5,4.6,5.8,NNO,16.7,--,27.8,89,996.9(2.2/3h),2.6,7/8,trace/1h,Il y a des averses de pluie modérées ou fortes à la station au moment de l'observation
2025-01-Jeu. 09,07:00,10.4,9.6,9.9,SO,7.4,--,14.8,97,994.8(-0.4/3h),10,7/8,0.2/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Jeu. 09,06:00,10.4,9.6,9.8,SSO,7.4,--,14.8,96,994.4(-1.4/3h),10,7/8,1/3h2/12h15.5/24h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Jeu. 09,05:00,10.5,9.7,9.7,SSO,7.4,--,13.0,95,994.6(-1.9/3h),10,7/8,0.6/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Jeu. 09,04:00,10.6,9.8,9.5,SSO,7.4,--,14.8,93,995.2(-2.0/3h),6,8/8,trace/1h,--
2025-01-Jeu. 09,03:00,10.3,9.1,9.7,SSO,9.3,--,16.7,96,995.8(-1.9/3h),7,8/8,0.2/3h,Il y a une bruine faible et continue à la station au moment de l'observation
2025-01-Jeu. 09,02:00,10.1,8.9,9.2,SSO,9.3,--,16.7,94,996.5(-1.1/3h),40,8/8,0.2/1h,--
2025-01-Jeu. 09,01:00,10.7,9.3,9.0,SSO,11.1,--,22.2,89,997.2(-0.5/3h),5,7/8,trace/1h,Il y a des averses de pluie faibles à la station au moment de l'observation
2025-01-Jeu. 09,00:00,10.9,9.5,9.3,SO,11.1,--,22.2,90,997.7(0.4/3h),10,5/8,0.6/3h0.8/6h,Nuages se développant
2025-01-Ven. 10,23:00,0.1,0.1,-0.8,N,1.9,--,5.6,94,1022.8(1.0/3h),5,0/8,0/1h,--
2025-01-Ven. 10,22:00,1.3,1.3,0.1,N,3.7,--,7.4,92,1022.1(0.9/3h),12,0/8,0/1h,--
2025-01-Ven. 10,21:00,1.1,1.1,-0.2,ENE,1.9,--,3.7,91,1021.8(0.8/3h),15,0/8,0/3h,--
2025-01-Ven. 10,20:00,2.0,2.0,0.5,ENE,1.9,--,7.4,90,1021.7(1.2/3h),16,0/8,0/1h,--
2025-01-Ven. 10,19:00,2.3,0.8,0.4,NE,5.6,--,7.4,87,1021.2(1.7/3h),13,--,0/1h,--
2025-01-Ven. 10,18:00,2.7,2.7,0.3,NE,3.7,--,7.4,84,1021(0.8/3h),20,1/8,0/3h0/12h,--
2025-01-Ven. 10,17:00,3.0,1.6,-0.3,NE,5.6,--,5.6,79,1020.5(1.3/3h),20,1/8,0/1h,--
2025-01-Ven. 10,16:00,4.5,4.5,0.3,E,3.7,--,7.4,74,1019.4(0.9/3h),40,2/8,0/1h,--
2025-01-Ven. 10,15:00,5.4,5.4,0.4,E,3.7,--,11.1,70,1020.1(0.9/3h),55,7/8,0/3h,--
2025-01-Ven. 10,14:00,5.2,5.2,0.2,SE,3.7,--,9.3,70,1019(-0.2/3h),35,7/8,0/1h,--
2025-01-Ven. 10,13:00,5.8,4.2,1.1,SE,7.4,--,11.1,72,1018.4(-1.7/3h),40,6/8,0/1h,--
2025-01-Ven. 10,12:00,5.2,4.1,1.7,S,5.6,--,9.3,78,1019.1(-0.7/3h),30,7/8,0/3h0/6h,--
2025-01-Ven. 10,11:00,4.6,3.4,2.0,S,5.6,--,9.3,83,1019.3(-0.3/3h),20,7/8,0/1h,--
2025-01-Ven. 10,10:00,4.0,2.7,2.2,S,5.6,--,7.4,88,1020.2(0.5/3h),16,8/8,0/1h,--
2025-01-Ven. 10,09:00,3.6,3.6,2.1,S,3.7,--,7.4,90,1019.9(0.3/3h),20,7/8,0/3h,--
2025-01-Ven. 10,08:00,3.0,3.0,2.0,SSE,1.9,--,3.7,93,1019.6(-0.4/3h),20,7/8,0/1h,--
2025-01-Ven. 10,07:00,3.0,3.0,1.7,SSO,1.9,--,5.6,91,1019.7(-0.1/3h),20,8/8,0/1h,--
2025-01-Ven. 10,06:00,2.9,2.9,1.7,SO,3.7,--,5.6,92,1019.6(-0.4/3h),17,8/8,0/3h0/12h0.4/24h,--
2025-01-Ven. 10,05:00,2.9,2.9,1.6,SO,1.9,--,3.7,91,1020.1(0.1/3h),19,8/8,0/1h,--
2025-01-Ven. 10,04:00,2.8,2.8,1.5,SSE,1.9,--,5.6,91,1019.9(-0.4/3h),20,8/8,0/1h,--
2025-01-Ven. 10,03:00,3.0,3.0,1.5,SSO,3.7,--,5.6,90,1020(-0.3/3h),18,8/8,0/3h,--
2025-01-Ven. 10,02:00,2.8,2.8,1.3,S,3.7,--,5.6,90,1020(-0.2/3h),19,8/8,0/1h,--
2025-01-Ven. 10,01:00,3.0,3.0,1.2,O,3.7,--,5.6,88,1020.2(0.2/3h),23,8/8,0/1h,--
2025-01-Ven. 10,00:00,3.3,3.3,1.0,O,3.7,--,9.3,85,1020.3(0.8/3h),22,8/8,0/3h0/6h,--
2025-01-Sam. 11,23:00,2.0,2.0,0.8,N,3.7,--,7.4,92,1036.1(1.6/3h),4.5,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 11,22:00,1.9,0.3,0.6,N,5.6,--,9.3,91,1035.8(1.9/3h),4,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 11,21:00,1.9,1.9,0.7,NNO,1.9,--,13.0,92,1035.2(2.0/3h),4.3,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 11,20:00,1.6,-0,0.3,NO,5.6,--,11.1,91,1034.5(2.3/3h),4.6,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 11,19:00,1.4,-0.3,0.1,N,5.6,--,9.3,91,1033.9(2.2/3h),5,8/8,0/1h,--
2025-01-Sam. 11,18:00,1.4,-0.3,-0.2,NO,5.6,--,9.3,89,1033.2(2.0/3h),5,8/8,0/3h0/12h,--
2025-01-Sam. 11,17:00,1.3,1.3,-0.3,N,3.7,--,9.3,89,1032.2(1.9/3h),6,7/8,0/1h,--
2025-01-Sam. 11,16:00,1.6,1.6,-0.5,NO,3.7,--,11.1,86,1031.6(1.7/3h),8,8/8,0/1h,--
2025-01-Sam. 11,15:00,2.1,-0.1,-0.5,NO,7.4,--,13.0,83,1031.1(1.1/3h),9,7/8,0/3h,--
2025-01-Sam. 11,14:00,2.9,2.9,-0.4,NNO,3.7,--,9.3,79,1030.2(0.6/3h),10,1/8,0/1h,--
2025-01-Sam. 11,13:00,2.4,0.9,-0.7,N,5.6,--,9.3,80,1029.9(0.6/3h),10,1/8,0/1h,--
2025-01-Sam. 11,12:00,1.7,0.1,-0.9,NE,5.6,--,11.1,83,1030(1.7/3h),10,3/8,0/3h0/6h,--
2025-01-Sam. 11,11:00,1.6,1.6,-1.1,ENE,3.7,--,7.4,82,1029.6(2.1/3h),10,3/8,0/1h,--
2025-01-Sam. 11,10:00,-0.2,-0.2,-2.1,N,3.7,--,9.3,87,1029.4(2.9/3h),10,5/8,0/1h,--
2025-01-Sam. 11,09:00,-0.1,-2,-1.7,N,5.6,--,13.0,89,1028.4(2.8/3h),10,7/8,0/3h,--
2025-01-Sam. 11,08:00,-0.3,-2.2,-1.6,NE,5.6,--,13.0,91,1027.6(2.5/3h),10,8/8,0/1h,--
2025-01-Sam. 11,07:00,-0.3,-2.9,-0.7,NE,7.4,--,11.1,97,1026.5(1.7/3h),8,8/8,0/1h,--
2025-01-Sam. 11,06:00,-0.2,-2.8,-0.3,NE,7.4,--,14.8,99,1025.5(0.9/3h),1.4,8/8,0/3h0/12h0/24h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 11,05:00,-0.2,-2.8,-0.3,NE,7.4,--,11.1,99,1025(0.9/3h),1,8/8,0/1h,"Il y a eu du brouillard ou du brouillard glacé, associé à une visibilité de moins de 5/8 de mille à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Sam. 11,04:00,0.0,-2.5,-0.1,NE,7.4,--,13.0,99,1024.7(1.3/3h),0.4,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-01-Sam. 11,03:00,0.3,-1.5,0.2,NE,5.6,--,9.3,99,1024.6(1.5/3h),0.3,--,0/3h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-01-Sam. 11,02:00,0.3,-1.5,--,NE,5.6,--,11.1,--,1024.1(1.3/3h),0.5,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-01-Sam. 11,01:00,0.4,-1.4,0.1,NNE,5.6,--,7.4,98,1023.4(1.2/3h),2.7,5/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 11,00:00,0.3,0.3,-0.1,N,1.9,--,3.7,97,1023.1(1.2/3h),2.7,0/8,0/3h0/6h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 12,23:00,2.0,0.4,0.2,NE,5.6,--,9.3,88,1042.9(1.1/3h),8,8/8,0/1h,--
2025-01-Dim. 12,22:00,1.2,1.2,-0.9,NE,3.7,--,7.4,86,1042.9(0.9/3h),15,7/8,0/1h,--
2025-01-Dim. 12,21:00,1.1,-1.3,-1.5,NE,7.4,--,11.1,83,1042.6(1.0/3h),15,2/8,0/3h,--
2025-01-Dim. 12,20:00,1.7,0.1,-1.9,NE,5.6,--,9.3,77,1041.8(0.6/3h),15,0/8,0/1h,--
2025-01-Dim. 12,19:00,3.5,1.5,-1.5,NE,7.4,--,11.1,70,1041.9(1.0/3h),15,6/8,0/1h,--
2025-01-Dim. 12,18:00,3.8,1.9,-1.2,NE,7.4,--,13.0,70,1041.5(0.8/3h),23,7/8,0/3htrace/12h,--
2025-01-Dim. 12,17:00,3.8,1.4,-1.6,NE,9.3,--,13.0,68,1041.2(0.9/3h),20,7/8,0/1h,--
2025-01-Dim. 12,16:00,3.8,2.5,-0.6,NE,5.6,--,11.1,73,1040.8(0.7/3h),15,7/8,0/1h,--
2025-01-Dim. 12,15:00,4.0,2.1,0.1,ENE,7.4,--,13.0,76,1040.6(0.3/3h),15,7/8,0/3h,--
2025-01-Dim. 12,14:00,4.1,2.8,1.1,NE,5.6,--,9.3,81,1040.2(-0.2/3h),10,8/8,0/1h,--
2025-01-Dim. 12,13:00,3.8,1.9,1.3,NE,7.4,--,11.1,84,1040.1(0.1/3h),10,7/8,0/1h,--
2025-01-Dim. 12,12:00,3.7,3.7,1.2,N,3.7,--,13.0,84,1040.3(0.4/3h),10,7/8,0/3htrace/6h,Etat du ciel inchangé
2025-01-Dim. 12,11:00,3.4,2,1.1,NNE,5.6,--,9.3,85,1040.5(0.7/3h),10,7/8,0/1h,--
2025-01-Dim. 12,10:00,3.3,1.9,1.3,N,5.6,--,11.1,87,1040.3(1.3/3h),9,7/8,0/1h,--
2025-01-Dim. 12,09:00,2.3,0.8,1.1,N,5.6,--,11.1,92,1040(1.5/3h),7,7/8,trace/3h,Nuages se dissipant
2025-01-Dim. 12,08:00,1.5,1.5,0.6,N,3.7,--,7.4,94,1039.8(2.0/3h),7,7/8,0/1h,--
2025-01-Dim. 12,07:00,1.5,-0.1,0.6,NNO,5.6,--,13.0,94,1039(1.5/3h),6,8/8,trace/1h,"Il y a eu de la bruine ou de la neige en grains à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Dim. 12,06:00,1.6,-0,0.4,NNO,5.6,--,9.3,92,1038.5(1.3/3h),7,8/8,0/3h0/12h0/24h,--
2025-01-Dim. 12,05:00,1.7,0.1,0.4,NO,5.6,--,9.3,91,1037.8(1.0/3h),8,8/8,0/1h,--
2025-01-Dim. 12,04:00,1.6,-0,0.1,ONO,5.6,--,9.3,90,1037.5(0.9/3h),7,8/8,0/1h,--
2025-01-Dim. 12,03:00,1.6,1.6,0.3,ONO,3.7,--,7.4,91,1037.2(0.8/3h),6,8/8,0/3h,--
2025-01-Dim. 12,02:00,1.6,1.6,--,NNO,0.0,--,3.7,--,1036.8(0.7/3h),8,8/8,0/1h,--
2025-01-Dim. 12,01:00,1.7,1.7,0.4,N,1.9,--,7.4,91,1036.6(0.8/3h),7,8/8,0/1h,--
2025-01-Dim. 12,00:00,1.9,1.9,0.4,NE,3.7,--,5.6,90,1036.4(1.2/3h),5,8/8,0/3h0/6h,--
2025-01-Lun. 13,23:00,-2.5,-2.5,-4.8,NNO,0.0,--,9.3,84,1039(-0.1/3h),20,0/8,0/1h,--
2025-01-Lun. 13,22:00,-2.1,-4.3,-4.6,N,5.6,--,9.3,83,1039(-0.2/3h),20,0/8,0/1h,--
2025-01-Lun. 13,21:00,-1.3,-1.3,-4.6,NE,3.7,--,9.3,78,1038.7(-0.7/3h),20,0/8,0/3h,--
2025-01-Lun. 13,20:00,0.3,-1.5,-4.2,NNE,5.6,--,9.3,72,1039(-0.2/3h),20,0/8,0/1h,--
2025-01-Lun. 13,19:00,0.7,-1.1,-4.0,N,5.6,--,7.4,71,1039.1(0.1/3h),20,0/8,0/1h,--
2025-01-Lun. 13,18:00,1.4,-0.3,-4.3,NE,5.6,--,11.1,66,1039.3(0.0/3h),20,1/8,0/3h0/12h,--
2025-01-Lun. 13,17:00,1.9,0.3,-3.6,NE,5.6,--,11.1,67,1039.1(-0.4/3h),20,2/8,0/1h,--
2025-01-Lun. 13,16:00,3.0,1,-3.8,NE,7.4,--,11.1,61,1039.1(-0.9/3h),20,2/8,0/1h,--
2025-01-Lun. 13,15:00,4.6,2.8,-4.4,NE,7.4,--,11.1,52,1039.2(-1.3/3h),20,1/8,0/3h,--
2025-01-Lun. 13,14:00,4.8,3.1,-3.5,ENE,7.4,--,13.0,55,1039.4(-1.7/3h),20,0/8,0/1h,--
2025-01-Lun. 13,13:00,4.5,2.7,-3.3,ENE,7.4,--,13.0,57,1039.9(-1.6/3h),20,0/8,0/1h,--
2025-01-Lun. 13,12:00,4.1,1.7,-3.2,NE,9.3,--,14.8,59,1040.5(-1.0/3h),20,0/8,0/3h0/6h,--
2025-01-Lun. 13,11:00,3.1,0.6,-3.5,NE,9.3,--,14.8,62,1041.2(-0.4/3h),20,0/8,0/1h,--
2025-01-Lun. 13,10:00,2.7,0.6,-3.2,ENE,7.4,--,13.0,65,1041.6(0.3/3h),20,0/8,0/1h,--
2025-01-Lun. 13,09:00,1.5,-0.1,-3.0,NE,5.6,--,9.3,72,1041.7(0.5/3h),20,0/8,0/3h,--
2025-01-Lun. 13,08:00,0.6,-1.2,-3.5,NE,5.6,--,7.4,74,1041.7(0.3/3h),20,4/8,0/1h,--
2025-01-Lun. 13,07:00,1.0,-1.4,-3.7,ENE,7.4,--,13.0,71,1041.4(-0.5/3h),20,6/8,0/1h,--
2025-01-Lun. 13,05:00,1.9,-0.3,-3.2,ENE,7.4,--,13.0,69,1041.3(0.1/3h),20,7/8,0/1h,--
2025-01-Lun. 13,04:00,2.1,-0.1,-2.8,ENE,7.4,--,16.7,70,1041.8(0.4/3h),15,8/8,0/1h,--
2025-01-Lun. 13,03:00,2.0,-0.2,-2.0,E,7.4,--,11.1,75,1040.9(-1.3/3h),10,7/8,0/3h,--
2025-01-Lun. 13,02:00,1.8,0.2,-1.1,ENE,5.6,--,11.1,81,1041.2(-1.7/3h),7,7/8,0/1h,--
2025-01-Lun. 13,01:00,2.2,0.7,0.4,ENE,5.6,--,7.4,88,1041.4(-1.4/3h),6,8/8,0/1h,--
2025-01-Lun. 13,00:00,2.0,2.0,0.5,ENE,3.7,--,5.6,90,1042.2(-0.3/3h),6,8/8,0/3h0/6h,--
2025-01-Mar. 14,23:00,-2.3,-2.3,-3.7,O,1.9,--,5.6,90,1036.5(-0.4/3h),8,0/8,0/1h,--
2025-01-Mar. 14,22:00,-1.7,-1.7,-3.6,O,1.9,--,3.7,87,1036.3(-0.4/3h),8,0/8,0/1h,--
2025-01-Mar. 14,21:00,-1.9,-1.9,-3.8,OSO,3.7,--,5.6,87,1036.6(0.3/3h),14,0/8,0/3h,--
2025-01-Mar. 14,20:00,-1.6,-1.6,-3.5,OSO,1.9,--,5.6,87,1036.8(0.5/3h),14,0/8,0/1h,--
2025-01-Mar. 14,19:00,-1.6,-1.6,-4.3,ONO,1.9,--,5.6,82,1036.7(0.4/3h),4.2,--,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 14,18:00,0.2,0.2,-3.9,N,3.7,--,9.3,74,1036.3(0.2/3h),12,3/8,0/3h0/12h,--
2025-01-Mar. 14,17:00,0.6,0.6,-3.9,NNO,3.7,--,9.3,72,1036.2(0.1/3h),12,3/8,0/1h,--
2025-01-Mar. 14,16:00,2.9,2.9,-3.5,NNO,3.7,--,11.1,63,1036.1(-0.1/3h),12,3/8,0/1h,--
2025-01-Mar. 14,15:00,4.8,3.6,-3.5,NNO,5.6,--,9.3,55,1035.9(-1.2/3h),12,3/8,0/3h,--
2025-01-Mar. 14,14:00,4.6,3.4,-3.4,N,5.6,--,9.3,56,1036(-1.3/3h),6,3/8,0/1h,--
2025-01-Mar. 14,13:00,3.5,3.5,-3.3,E,3.7,--,5.6,61,1036.2(-1.7/3h),12,3/8,0/1h,--
2025-01-Mar. 14,12:00,2.3,2.3,-3.4,N,1.9,--,5.6,66,1037.2(-1.1/3h),12,3/8,0/3h0/6h,--
2025-01-Mar. 14,11:00,1.1,1.1,-2.7,NE,1.9,--,7.4,76,1037.4(-0.9/3h),12,6/8,0/1h,--
2025-01-Mar. 14,10:00,0.6,0.6,-3.1,NNO,0.0,--,3.7,76,1038.1(0.3/3h),12,5/8,0/1h,--
2025-01-Mar. 14,09:00,-1.6,-1.6,-3.0,NE,1.9,--,7.4,90,1038.5(1.3/3h),15,5/8,0/3h,--
2025-01-Mar. 14,08:00,-4.5,-4.5,-5.5,N,1.9,--,7.4,93,1038.6(1.1/3h),15,5/8,0/1h,--
